sent-id,disj_count,min_dep_length,conj_count,mean_dep_length,token_count,verb_count,max_dep_length,class_score,flesh_reading_ease,is_sent,big_np_count,big_pp_count,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized
27202,0,1,0,1.6,6,1,4,1.0,100.24,0,1,0,kreisfreie-stadt,Zum Beispiel ein Kranken-haus bauen.,2_short,Ohne_Kategorie|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2016-03-10T09:53:45Z,12c8e777393d6f1673ab5f7a7cd789da,0:=Zum 1:=Beispiel 2:=ein 3:=Kranken-haus 4:=bauen.
27042,0,1,0,2.33,10,2,8,1.0,80.28,1,0,0,kraftknoten,"Das heißt, die Krankenversicherung muss den Kraftknoten bezahlen.",1_long,Hilfsmittel,2008-02-12T19:08:32Z,e3afed0047b08059d0fada10f400c1e5,"0:=Das 1:=heißt, 2:=die 3:=Krankenversicherung 4:=muss 5:=den 6:=Kraftknoten 7:=bezahlen."
42266,0,1,0,1.8,6,0,4,1.0,75.88,0,1,0,slamball,Besonders bei einem: Dunking.,2_long,Sport,2014-08-26T12:02:12Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Besonders 1:=bei 2:=einem: 3:=Dunking.
12348,0,1,0,2.12,9,0,6,1.0,105.66,1,0,0,eichsfeld,Papst Benedikt war im Jahr 2011 im Eichsfeld.,2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2019-03-20T10:40:00Z,ffaa744a207eb843b7f383adcf5da422,0:=Papst 1:=Benedikt 2:=war 3:=im 4:=Jahr 5:=2011 6:=im 7:=Eichsfeld.
12072,0,1,0,1.5,9,1,3,0.82,105.66,0,0,0,ebook-reader,EBook Reader spricht man so: i Buck Rieder,6_short,Computer|Technik,2014-04-08T08:46:31Z,eaab3232dd7a824a6a774fd2f2814e47,0:=EBook 1:=Reader 2:=spricht 3:=man 4:=so: 5:=i 6:=Buck 7:=Rieder
29685,0,1,0,2.0,8,1,5,1.0,117.16,1,0,0,mail,"Auf deutsch heißt Mail ""Post"".",1_short,Wörter_mit_verschiedenen_Bedeutungen,2010-04-19T09:26:26Z,58d6d1d5aca5e9e6ed470dcf6dafeb4e,"0:=Auf 1:=deutsch 2:=heißt 3:=Mail 4:=""Post""."
29544,0,1,0,2.0,11,1,6,1.0,95.17,1,1,1,madonna-kunstlerin,Seit dem Jahr 1983 gibt es Musik Alben von Madonna.,13_long,Personen|Musik,2014-08-16T08:48:07Z,28d34f2e053dee2c0e9399a7924cd978,0:=Seit 1:=dem 2:=Jahr 3:=1983 4:=gibt 5:=es 6:=Musik 7:=Alben 8:=von 9:=Madonna.
27153,0,1,0,2.33,7,0,5,1.0,116.15,1,0,0,krankheit,Krankheit kann auch im Geist sein.,5_short,Gesundheit|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2020-05-07T06:15:23Z,48f66906899cc4a9477b6c9e32ff4424,0:=Krankheit 1:=kann 2:=auch 3:=im 4:=Geist 5:=sein.
1104,0,1,0,1.5,7,0,3,0.66,56.93,1,0,0,alexander-sutherland-neill,Alexander Sutherland Neill war ein Pädagoge.,0_short,Personen|Seiten_mit_defekten_Dateilinks,2022-02-28T11:47:20Z,e800bebc9060331edfac65e663a55570,0:=Alexander 1:=Sutherland 2:=Neill 3:=war 4:=ein 5:=Pädagoge.
10144,0,1,0,2.12,9,1,6,1.0,63.36,1,1,0,demilitarisierung,Im Vertrag stand unter anderem der Punkt Demilitarisierung.,3_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-01-20T18:01:41Z,950c751fae083d40469b6d3261a74515,0:=Im 1:=Vertrag 2:=stand 3:=unter 4:=anderem 5:=der 6:=Punkt 7:=Demilitarisierung.
1840,0,1,0,2.29,8,1,5,1.0,81.29,1,1,0,angriff-in-las-vegas,Stephen Paddock hatte sehr viele Waffen dabei.,6_long,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-10-11T05:48:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Stephen 1:=Paddock 2:=hatte 3:=sehr 4:=viele 5:=Waffen 6:=dabei.
2102,0,1,0,2.29,8,1,5,1.0,89.75,1,0,0,anschlag-in-bangkok-im-august-2015,In Thailand gab es schon viele Anschläge.,10_long,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-08-17T20:33:11Z,af28a20dfb151690981ee13d72ce655c,0:=In 1:=Thailand 2:=gab 3:=es 4:=schon 5:=viele 6:=Anschläge.
29347,0,1,0,1.6,6,1,3,1.0,49.48,1,1,0,luftpolsterfolie,Spielen mit Luftpolsterfolie macht Spaß.,7_long,Verpackung,2014-04-21T08:23:12Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Spielen 1:=mit 2:=Luftpolsterfolie 3:=macht 4:=Spaß.
27085,0,1,0,2.22,10,1,7,0.99,96.18,1,0,0,krankenkasse,In Deutschland sagen die Leute zu dem Geld Eigen-anteil.,16_long,Gesundheit|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2020-08-04T13:39:48Z,cfbe77d115cd524def4ccbe596a54842,0:=In 1:=Deutschland 2:=sagen 3:=die 4:=Leute 5:=zu 6:=dem 7:=Geld 8:=Eigen-anteil.
42150,0,1,0,2.82,12,1,8,0.85,103.63,1,2,0,sitzvolleyball,"Die Mannschaft, die zuerst 3 Gewinnsätze gewonnen hat ist Sieger.",23_long,Sport|Paralympics,2012-01-30T18:24:13Z,d4171b2c36772be4cad75ef4078874bd,"0:=Die 1:=Mannschaft, 2:=die 3:=zuerst 4:=3 5:=Gewinnsätze 6:=gewonnen 7:=hat 8:=ist 9:=Sieger."
12266,0,1,0,4.0,14,1,12,1.0,66.74,1,1,1,ehegattensplitting,Beim Ehe-gatten-splitting wird das verdiente Geld vom Mann und der Frau zusammen gezählt.,22_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2014-07-17T09:07:41Z,cfbe77d115cd524def4ccbe596a54842,0:=Beim 1:=Ehe-gatten-splitting 2:=wird 3:=das 4:=verdiente 5:=Geld 6:=vom 7:=Mann 8:=und 9:=der 10:=Frau 11:=zusammen 12:=gezählt.
12460,0,1,0,2.14,8,0,5,1.0,89.75,1,0,0,einfache-sprache,Einfache Sprache ist für viele Menschen wichtig.,2_long,Sprache|Hurraki|Leichte_Sprache,2015-01-01T19:58:21Z,be9da3e660311583f64df8d974bcb2fe,0:=Einfache 1:=Sprache 2:=ist 3:=für 4:=viele 5:=Menschen 6:=wichtig.
29686,0,1,0,1.86,8,1,4,0.89,64.37,1,1,0,mail,Das Wort Mail kann verschiedene Bedeutungen haben.,2_short,Wörter_mit_verschiedenen_Bedeutungen,2010-04-19T09:26:26Z,58d6d1d5aca5e9e6ed470dcf6dafeb4e,0:=Das 1:=Wort 2:=Mail 3:=kann 4:=verschiedene 5:=Bedeutungen 6:=haben.
29501,0,1,0,2.89,20,2,9,0.98,82.65,1,2,0,machthaber,"Die meisten, die das Wort benutzen,  \newline meinen damit einen ""schlechten oder bösen Chef"".",4_long,Politik,2014-03-28T10:33:08Z,a9f29492ed8786de5125371472bcc003,"0:=Die 1:=meisten, 2:=die 3:=das 4:=Wort 5:=benutzen, 6:= 7:=\newline 8:=meinen 9:=damit 10:=einen 11:=""schlechten 12:=oder 13:=bösen 14:=Chef""."
1055,0,1,0,2.55,12,1,5,0.97,77.23,1,1,1,alexander-graham-bell,Der Groß-vater von Alexander Graham Bell hat sich mit Sprech-technik beschäftigt.,3_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Der 1:=Groß-vater 2:=von 3:=Alexander 4:=Graham 5:=Bell 6:=hat 7:=sich 8:=mit 9:=Sprech-technik 10:=beschäftigt.
42130,0,1,0,1.75,5,1,3,1.0,118.18,1,0,0,sitzvolleyball,Es gibt ein Spiel-feld.,3_long,Sport|Paralympics,2012-01-30T18:24:13Z,d4171b2c36772be4cad75ef4078874bd,0:=Es 1:=gibt 2:=ein 3:=Spiel-feld.
27064,0,1,0,2.2,6,1,4,1.0,83.32,1,0,0,krafttraining,Damit man sich weniger verletzt.,19_long,Sport|Seiten_mit_defekten_Dateilinks,2019-10-28T08:05:49Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Damit 1:=man 2:=sich 3:=weniger 4:=verletzt.
1026,0,1,0,1.5,5,0,2,1.0,92.8,1,0,0,aleppo,In Syrien ist Bürger-krieg.,13_long,Städte|Seiten_mit_defekten_Dateilinks,2016-09-26T14:57:00Z,7b5adf57ed2178795004f4c052333f37,0:=In 1:=Syrien 2:=ist 3:=Bürger-krieg.
29696,0,1,0,1.67,7,0,3,1.0,73.85,1,1,0,mainstream,Das Wort Main-stream ist ein Substantiv.,5_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-05-30T16:05:05Z,48f66906899cc4a9477b6c9e32ff4424,0:=Das 1:=Wort 2:=Main-stream 3:=ist 4:=ein 5:=Substantiv.
26971,0,1,0,2.18,12,1,4,1.0,79.26,1,1,0,korpergewicht,"Was ein gutes Körper-gewicht ist,  \newline kann man aus-rechnen.",6_long,Gesundheit|Seiten_mit_defekten_Dateilinks,2019-12-27T09:05:27Z,eaab3232dd7a824a6a774fd2f2814e47,"0:=Was 1:=ein 2:=gutes 3:=Körper-gewicht 4:=ist, 5:= 6:=\newline 7:=kann 8:=man 9:=aus-rechnen."
1424,0,1,0,2.71,8,1,6,1.0,89.75,1,0,0,altes-agypten,Im alten Ägypten haben viele Pharaonen ge-lebt.,0_long,Geschichte,2020-09-17T09:34:33Z,46c3c87395bab21fd30e35b682a73fd0,0:=Im 1:=alten 2:=Ägypten 3:=haben 4:=viele 5:=Pharaonen 6:=ge-lebt.
10033,0,1,0,3.8,11,3,9,1.0,103.63,1,0,0,deep-web,Du kannst sie nur lesen wenn du das Pass-wort kennst.,4_short,Internet|Seiten_mit_defekten_Dateilinks,2016-07-31T15:22:03Z,76bf1508c054395f67a605468d76c22f,0:=Du 1:=kannst 2:=sie 3:=nur 4:=lesen 5:=wenn 6:=du 7:=das 8:=Pass-wort 9:=kennst.
9891,0,1,0,2.0,8,0,4,0.98,22.07,1,1,0,datenschutz,Informationen über Menschen dürfen nicht weiter-gegeben werden.,1_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2022-10-29T04:32:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Informationen 1:=über 2:=Menschen 3:=dürfen 4:=nicht 5:=weiter-gegeben 6:=werden.
27065,0,1,0,2.0,9,1,6,1.0,37.98,1,1,0,krafttraining,Beim Kraft-training macht man Bewegungen mit dem Körper.,0_short,Sport|Seiten_mit_defekten_Dateilinks,2019-10-28T08:05:49Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Beim 1:=Kraft-training 2:=macht 3:=man 4:=Bewegungen 5:=mit 6:=dem 7:=Körper.
2072,0,1,0,2.62,9,1,7,1.0,105.66,1,0,0,anschlag-in-ankara-2016,Manche sagen es ist die IS Gruppe gewesen.,6_long,Ohne_Kategorie|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2016-02-21T09:24:48Z,af28a20dfb151690981ee13d72ce655c,0:=Manche 1:=sagen 2:=es 3:=ist 4:=die 5:=IS 6:=Gruppe 7:=gewesen.
1987,0,1,0,1.6,6,1,3,1.0,100.24,1,0,0,anschlag-am-1-januar-2017-istanbul,Viele Menschen haben dort gefeiert.,5_short,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2017-01-03T08:02:25Z,48f66906899cc4a9477b6c9e32ff4424,0:=Viele 1:=Menschen 2:=haben 3:=dort 4:=gefeiert.
1769,0,1,0,1.8,6,1,3,1.0,83.32,1,0,0,anarchismus,Und sie helfen sich gegenseitig.,16_long,Politik|Seiten_mit_defekten_Dateilinks,2016-04-25T17:26:24Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=sie 2:=helfen 3:=sich 4:=gegenseitig.
26983,0,1,0,1.86,9,1,4,1.0,55.91,1,0,0,korruption-in-der-fifa,Diese Personen sind verhaftet worden: • Julio Rocha,6_long,Sport|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2015-05-28T14:24:34Z,af28a20dfb151690981ee13d72ce655c,0:=Diese 1:=Personen 2:=sind 3:=verhaftet 4:=worden: 5:=• 6:=Julio 7:=Rocha
2062,0,1,0,3.0,7,1,5,1.0,99.23,1,0,0,anschlag-in-ankara-2015,Das haben die Täter absichtlich gemacht.,3_short,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-10-12T15:11:33Z,af28a20dfb151690981ee13d72ce655c,0:=Das 1:=haben 2:=die 3:=Täter 4:=absichtlich 5:=gemacht.
12325,0,1,0,1.5,7,0,2,1.0,90.77,1,1,0,ehe,Ein anderes Wort dafür ist Heiraten.,4_short,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,0:=Ein 1:=anderes 2:=Wort 3:=dafür 4:=ist 5:=Heiraten.
42203,0,1,0,2.5,9,1,5,1.0,105.66,1,0,0,sklave,In der Geschichte gab es immer wieder Sklaven.,2_long,Ohne_Kategorie,2013-11-26T08:07:47Z,6275ee07d0785a2da491fbb224064f23,0:=In 1:=der 2:=Geschichte 3:=gab 4:=es 5:=immer 6:=wieder 7:=Sklaven.
1490,0,1,0,2.47,17,1,6,1.0,98.55,1,0,0,altweibersommer,In dieser Zeit ist es aber noch sehr warm  \newline und die Sonne scheint oft.,2_short,Natur,2013-09-28T11:41:10Z,eaab3232dd7a824a6a774fd2f2814e47,0:=In 1:=dieser 2:=Zeit 3:=ist 4:=es 5:=aber 6:=noch 7:=sehr 8:=warm 9:= 10:=\newline 11:=und 12:=die 13:=Sonne 14:=scheint 15:=oft.
27250,0,1,0,2.0,7,0,4,1.0,116.15,1,1,0,krise,Eine Krise ist eine gefährliche Lage.,0_short,Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2009-12-26T16:03:45Z,d8779288de353a0da9951dfcae710103,0:=Eine 1:=Krise 2:=ist 3:=eine 4:=gefährliche 5:=Lage.
42111,0,1,0,1.88,9,0,7,1.0,63.36,0,1,1,sitelen-sitelen,Dieses ist ein Weg-bereiter zum Erlernen von Maya-schrift.,1_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2022-02-09T12:13:55Z,e800bebc9060331edfac65e663a55570,0:=Dieses 1:=ist 2:=ein 3:=Weg-bereiter 4:=zum 5:=Erlernen 6:=von 7:=Maya-schrift.
29606,0,1,0,2.7,11,1,7,1.0,86.71,1,2,0,magnus-carlsen,Magnus Carlsens Vater hat ihm die Spiel-regeln für Schach beigebracht.,2_long,Personen,2013-11-21T07:26:20Z,28d34f2e053dee2c0e9399a7924cd978,0:=Magnus 1:=Carlsens 2:=Vater 3:=hat 4:=ihm 5:=die 6:=Spiel-regeln 7:=für 8:=Schach 9:=beigebracht.
29403,0,1,0,1.33,4,2,2,1.0,34.59,1,0,0,luiz-inacio-lula-da-silva,Lula geht arbeiten.,10_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,0:=Lula 1:=geht 2:=arbeiten.
12102,0,1,0,2.71,15,2,7,1.0,75.2,1,0,0,ecall,Zum Beispiel: • Autofahrer sollen selbst entscheiden ob sie eCall im Auto haben wollen,29_long,Ohne_Kategorie,2014-12-31T12:07:06Z,28d34f2e053dee2c0e9399a7924cd978,0:=Zum 1:=Beispiel: 2:=• 3:=Autofahrer 4:=sollen 5:=selbst 6:=entscheiden 7:=ob 8:=sie 9:=eCall 10:=im 11:=Auto 12:=haben 13:=wollen
1083,0,1,0,3.78,10,2,8,1.0,96.18,1,0,1,alexander-graham-bell,Sie haben sich an der Clarke School kennen gelernt.,31_long,Personen|Seiten_mit_defekten_Dateilinks,2022-03-03T19:51:00Z,28d34f2e053dee2c0e9399a7924cd978,0:=Sie 1:=haben 2:=sich 3:=an 4:=der 5:=Clarke 6:=School 7:=kennen 8:=gelernt.
2107,0,1,0,2.7,11,2,7,1.0,86.71,1,0,0,anschlag-in-bangkok-im-august-2015,Bei vielen Menschen weiß man noch nicht woher sie kommen.,15_long,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-08-17T20:33:11Z,af28a20dfb151690981ee13d72ce655c,0:=Bei 1:=vielen 2:=Menschen 3:=weiß 4:=man 5:=noch 6:=nicht 7:=woher 8:=sie 9:=kommen.
12357,0,1,0,2.88,9,1,7,1.0,106.67,1,0,0,eid,"Zum Beispiel, dass sie kranken Menschen helfen.",2_long,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2012-03-03T00:00:41Z,58d6d1d5aca5e9e6ed470dcf6dafeb4e,"0:=Zum 1:=Beispiel, 2:=dass 3:=sie 4:=kranken 5:=Menschen 6:=helfen."
991,0,1,0,2.4,11,1,6,0.93,96.18,1,0,0,alchemie,"Zum Beispiel, \newline wollen sie kranke Menschen gesund machen.",4_long,Wissenschaft|Seiten_mit_defekten_Dateilinks,2022-10-03T06:15:06Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Zum 1:=Beispiel, 2:=\newline 3:=wollen 4:=sie 5:=kranke 6:=Menschen 7:=gesund 8:=machen."
2109,0,1,0,1.86,8,1,4,0.79,64.37,1,1,0,anschlag-in-bangkok-im-august-2015,Und sehr viele Menschen sind verletzt worden.,1_short,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-08-17T20:33:11Z,af28a20dfb151690981ee13d72ce655c,0:=Und 1:=sehr 2:=viele 3:=Menschen 4:=sind 5:=verletzt 6:=worden.
42025,0,1,0,1.8,6,1,4,1.0,66.4,1,0,0,simultanschach,Viele machen Simultan-schach zum Üben.,13_long,Sport,2019-01-22T10:34:08Z,48f66906899cc4a9477b6c9e32ff4424,0:=Viele 1:=machen 2:=Simultan-schach 3:=zum 4:=Üben.
2146,0,1,0,3.0,13,1,8,1.0,59.3,1,1,0,anschlag-in-charlottesville,Der Präsident Donald Trump hat bei dem Anschlag wenig gegen Rechts-extremismus gesagt.,15_long,Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks,2017-08-20T04:11:19Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Präsident 2:=Donald 3:=Trump 4:=hat 5:=bei 6:=dem 7:=Anschlag 8:=wenig 9:=gegen 10:=Rechts-extremismus 11:=gesagt.
29572,0,1,0,1.8,6,0,4,0.9,100.24,1,0,0,madonna-kunstlerin,Sie ist auch eine • Produzentin,5_short,Personen|Musik,2014-08-16T08:48:07Z,28d34f2e053dee2c0e9399a7924cd978,0:=Sie 1:=ist 2:=auch 3:=eine 4:=• 5:=Produzentin
9758,0,1,0,1.25,5,1,2,1.0,50.5,1,0,0,dalmatiner,Eine Hunderasse heißt Dalmatiner.,1_long,Tiere,2008-05-26T18:54:01Z,1165823e29d5567f66ef3bbbcbfabcad,0:=Eine 1:=Hunderasse 2:=heißt 3:=Dalmatiner.
3009,0,1,0,1.6,6,0,3,1.0,83.32,1,0,0,arschbombe,Eine Arsch-Bombe ist ein Wasser-Sprung.,0_short,Sport,2013-08-22T08:51:23Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Eine 1:=Arsch-Bombe 2:=ist 3:=ein 4:=Wasser-Sprung.
12303,0,1,0,2.33,7,1,5,1.0,90.77,1,0,0,ehe,In manchen Länder ist das erlaubt.,26_long,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,0:=In 1:=manchen 2:=Länder 3:=ist 4:=das 5:=erlaubt.
27315,0,1,0,2.0,10,1,6,0.9,104.64,1,1,1,kulturbeutel,Sachen für die Gesundheit und Sauberkeit gibt es viele.,4_long,Ohne_Kategorie,2014-05-22T19:23:36Z,eaab3232dd7a824a6a774fd2f2814e47,0:=Sachen 1:=für 2:=die 3:=Gesundheit 4:=und 5:=Sauberkeit 6:=gibt 7:=es 8:=viele.
1982,0,1,0,2.5,11,0,6,0.99,74.86,1,1,1,anschlag-am-1-januar-2017-istanbul,Der Anschlag in Istanbul ist am 1. Januar 2017 gewesen.,0_short,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2017-01-03T08:02:25Z,48f66906899cc4a9477b6c9e32ff4424,0:=Der 1:=Anschlag 2:=in 3:=Istanbul 4:=ist 5:=am 6:=1. 7:=Januar 8:=2017 9:=gewesen.
42047,0,1,0,3.0,11,1,9,1.0,53.88,1,0,0,sinnfrei,"Etwas ist sinnfrei, \newline wenn es keine Bedeutung hat.",1_short,Ohne_Kategorie,2012-04-16T13:00:48Z,eaab3232dd7a824a6a774fd2f2814e47,"0:=Etwas 1:=ist 2:=sinnfrei, 3:=\newline 4:=wenn 5:=es 6:=keine 7:=Bedeutung 8:=hat."
29423,0,1,0,2.14,8,0,4,1.0,81.29,1,1,0,luiz-inacio-lula-da-silva,In der Gewerkschaft sind 100 Tausend Arbeiter.,30_long,Politik|Personen|Seiten_mit_defekten_Dateilinks,2022-10-31T19:09:35Z,6275ee07d0785a2da491fbb224064f23,0:=In 1:=der 2:=Gewerkschaft 3:=sind 4:=100 5:=Tausend 6:=Arbeiter.
29245,0,1,0,2.2,6,0,4,1.0,117.16,1,0,0,loukanikos,Loukanikos war sehr oft dabei.,1_long,Tiere|Geschichte,2015-07-11T10:21:37Z,ab8b95b239ab89dbdb8f1d627a1f238a,0:=Loukanikos 1:=war 2:=sehr 3:=oft 4:=dabei.
2116,0,1,0,2.88,9,1,6,1.0,37.98,1,0,0,anschlag-in-berlin-2016,Der Last-wagen hat Menschen bei einem Weihnachts-markt überfahren.,0_long,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2016-12-21T09:57:24Z,af28a20dfb151690981ee13d72ce655c,0:=Der 1:=Last-wagen 2:=hat 3:=Menschen 4:=bei 5:=einem 6:=Weihnachts-markt 7:=überfahren.
1137,0,1,0,2.5,7,1,5,0.98,56.93,1,0,0,alkoholkrankheit,Sonst geht es dem Alkoholiker schlecht.,8_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2023-03-06T15:49:02Z,017ecada082ed42bbfc77d89d4b14406,0:=Sonst 1:=geht 2:=es 3:=dem 4:=Alkoholiker 5:=schlecht.
1915,0,1,0,2.0,8,0,5,1.0,55.91,1,2,0,annalena-baerbock,Annalena Baerbock ist Mitglied des Deutschen Bundestages.,8_long,Aus_den_Nachrichten|Personen|Politik,2021-11-29T06:50:49Z,48f66906899cc4a9477b6c9e32ff4424,0:=Annalena 1:=Baerbock 2:=ist 3:=Mitglied 4:=des 5:=Deutschen 6:=Bundestages.
1339,0,1,0,1.6,6,0,3,1.0,117.16,1,0,0,alte-welt,Alte Welt sind 3 Erd-teile.,0_short,Länder|Seiten_mit_defekten_Dateilinks,2019-07-23T04:59:35Z,48f66906899cc4a9477b6c9e32ff4424,0:=Alte 1:=Welt 2:=sind 3:=3 4:=Erd-teile.
9755,0,1,0,1.8,6,0,3,1.0,100.24,1,0,0,dalai-lama,Dalai Lama ist ein Titel.,0_short,Religion,2008-02-05T15:10:08Z,e3afed0047b08059d0fada10f400c1e5,0:=Dalai 1:=Lama 2:=ist 3:=ein 4:=Titel.
1995,0,1,0,3.12,9,1,7,1.0,88.74,1,0,0,anschlag-am-10-dezember-2016-in-istanbul,Jemand hat ein Auto in die Luft gesprengt.,3_short,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks,2016-12-15T07:06:25Z,af28a20dfb151690981ee13d72ce655c,0:=Jemand 1:=hat 2:=ein 3:=Auto 4:=in 5:=die 6:=Luft 7:=gesprengt.
1875,0,1,0,1.6,6,1,3,0.99,66.4,1,0,0,animal-liberation-front,Die Gruppe macht verschiedene Aktionen.,6_long,Ohne_Kategorie,,,0:=Die 1:=Gruppe 2:=macht 3:=verschiedene 4:=Aktionen.
10132,0,1,0,1.25,5,1,2,1.0,92.8,1,0,0,demeter,Der Sohn heißt Plutos.,12_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2022-01-29T14:24:42Z,e800bebc9060331edfac65e663a55570,0:=Der 1:=Sohn 2:=heißt 3:=Plutos.
2114,0,1,0,3.0,11,1,8,1.0,86.71,1,0,0,anschlag-in-bangkok-im-august-2015,Die Bombe wurde in der Nähe von einer Einkaufs-straße gezündet.,6_short,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-08-17T20:33:11Z,af28a20dfb151690981ee13d72ce655c,0:=Die 1:=Bombe 2:=wurde 3:=in 4:=der 5:=Nähe 6:=von 7:=einer 8:=Einkaufs-straße 9:=gezündet.
42153,0,1,0,1.75,5,0,3,0.68,75.88,1,0,0,sitzvolleyball,Sitz-volley-ball ist eine Sportart.,0_short,Sport|Paralympics,2012-01-30T18:24:13Z,d4171b2c36772be4cad75ef4078874bd,0:=Sitz-volley-ball 1:=ist 2:=eine 3:=Sportart.
42223,0,1,0,2.0,6,1,4,0.88,83.32,1,0,0,sklave,Manche haben kein Wasser bekommen.,22_long,Ohne_Kategorie,2013-11-26T08:07:47Z,6275ee07d0785a2da491fbb224064f23,0:=Manche 1:=haben 2:=kein 3:=Wasser 4:=bekommen.
42450,0,1,0,3.11,10,2,7,1.0,87.72,1,0,0,sockenklammer,Und sie hilft das man Socken schnell zusammen hat.,4_short,Kleider,2018-04-12T06:31:04Z,48f66906899cc4a9477b6c9e32ff4424,0:=Und 1:=sie 2:=hilft 3:=das 4:=man 5:=Socken 6:=schnell 7:=zusammen 8:=hat.
29666,0,1,0,2.67,7,1,5,1.0,73.85,1,0,0,mahatma-gandhi,Indien wurde in 2 Staaten geteilt.,44_long,Personen|Geschichte|Hurraki:Überarbeiten,2016-01-24T14:10:25Z,ab8e1e48a3f3355687558d8cb4fd204d,0:=Indien 1:=wurde 2:=in 3:=2 4:=Staaten 5:=geteilt.
2105,0,1,0,2.0,9,1,4,1.0,80.28,1,1,0,anschlag-in-bangkok-im-august-2015,Die Polizei in Bangkok untersucht den Anschlag noch.,13_long,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks,2015-08-17T20:33:11Z,af28a20dfb151690981ee13d72ce655c,0:=Die 1:=Polizei 2:=in 3:=Bangkok 4:=untersucht 5:=den 6:=Anschlag 7:=noch.
29647,0,1,0,1.6,6,0,3,1.0,66.4,1,0,0,mahatma-gandhi,Die Inder sollen ungehorsam sein.,25_long,Personen|Geschichte|Hurraki:Überarbeiten,2016-01-24T14:10:25Z,ab8e1e48a3f3355687558d8cb4fd204d,0:=Die 1:=Inder 2:=sollen 3:=ungehorsam 4:=sein.
26911,0,1,0,1.6,6,0,3,1.0,66.4,1,0,0,koran,Der Islam ist eine Religion.,2_short,Religion|Seiten_mit_defekten_Dateilinks,2023-03-06T12:37:08Z,022a27447b80860fa0ec84e918eedf36,0:=Der 1:=Islam 2:=ist 3:=eine 4:=Religion.
26986,0,1,0,1.86,9,1,4,1.0,30.53,1,0,0,korruption-in-der-fifa,Diese Personen sind verhaftet worden: • Rafael Esquivel,9_long,Sport|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks,2015-05-28T14:24:34Z,af28a20dfb151690981ee13d72ce655c,0:=Diese 1:=Personen 2:=sind 3:=verhaftet 4:=worden: 5:=• 6:=Rafael 7:=Esquivel
