,Unnamed: 0,sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,num_statements,statement_spans,english,amr
134,134,10012111,ecall,"Die Polizei kann auf eCall-Daten zugreifen und sehen, wer zu schnell fährt",38_long,Ohne_Kategorie,2014-12-31T12:07:06Z,28d34f2e053dee2c0e9399a7924cd978,0:=die 1:=Polizei 2:=kann 3:=die 4:=eCall 5:=Daten 6:=nehmen 7:=und 8:=schauen 9:=wer 10:=zu 11:=schnell 12:=fährt,3,"[[1, 2, 4, 5, 6], [1, 2, 4, 5, 8], [9, 10, 11, 12]]",The police can access eCall data and see who is driving too fast,"['# ::snt The police can access eCall data and see who is driving too fast\n(p / possible-01\n      :ARG1 (a / and\n            :op1 (a2 / access-01\n                  :ARG0 (p2 / police)\n                  :ARG1 (d / data\n                        :mod (c / company\n                              :name (n / name\n                                    :op1 ""ECall""))))\n            :op2 (s / see-01\n                  :ARG0 p2\n                  :ARG1 (p3 / person\n                        :ARG0-of (d2 / drive-01\n                              :ARG1-of (f / fast-02\n                                    :ARG2-of (h / have-degree-91\n                                          :ARG1 d2\n                                          :ARG3 (t / too))))))))']"
135,135,10012132,echelon,"Jeder weiß, dass Echelon seit 2002 existiert.",13_long,Ohne_Kategorie,2013-06-28T07:05:37Z,6275ee07d0785a2da491fbb224064f23,"0:=Seit 1:=dem 2:=Jahr 3:=2002 4:=wissen 5:=alle, 6:=dass 7:=es 8:=Echelon 9:=gibt.",3,"[[0, 2, 3], [4, 5], [6, 7, 8, 9]]",Everyone knows that Echelon has existed since 2002.,"['# ::snt Everyone knows that Echelon has existed since 2002.\n(k / know-01\n      :ARG0 (e / everyone)\n      :ARG1 (e2 / exist-01\n            :ARG1 (o / organization\n                  :name (n / name\n                        :op1 ""Echelon""))\n            :time (s / since\n                  :op1 (d / date-entity\n                        :year 2002))))']"
136,136,10012137,echelon,"Auch Regierung und Geheimdienste nutzen Staffeln, um das Gesetz zu betrügen.",18_long,Ohne_Kategorie,2013-06-28T07:05:37Z,6275ee07d0785a2da491fbb224064f23,0:=Die 1:=Regierungen 2:=und 3:=Geheimdienste 4:=benutzen 5:=Echelon 6:=auch 7:=um 8:=Gesetze 9:=auszutricksen.,3,"[[1, 4, 5, 6], [3, 4, 5, 6], [7, 8, 9]]",Government and intelligence agencies also use squadrons to circumvent the law.,['# ::snt Government and intelligence agencies also use squadrons to circumvent the law.\n(u / use-01\n      :ARG0 (a / and\n            :op1 (g / government-organization\n                  :ARG0-of (g2 / govern-01))\n            :op2 (a2 / agency\n                  :mod (ii / intelligence)))\n      :ARG1 (s / squadron)\n      :ARG2 (c / circumvent-01\n            :ARG0 a\n            :ARG1 (l / law))\n      :mod (a3 / also))']
137,137,10012145,echelon,Das bedeutet: Alle Operationen über Satellit \newline werden von Geheimdiensten abgefangen.,2_short,Ohne_Kategorie,2013-06-28T07:05:37Z,6275ee07d0785a2da491fbb224064f23,"0:=Das 1:=heißt: 2:=Alles 3:=was 4:=über 5:=Satellit 6:=gemacht 7:=wird, 8:=\newline 9:=wird 10:=von 11:=den 12:=Nachrichtendiensten 13:=abgehört.",3,"[[2, 3, 4, 5, 6, 7], [2, 9, 13], [10, 12]]",This means: All operations via satellite \newline are intercepted by secret services.,"['# ::snt This means: All operations via satellite \\newline are intercepted by secret services.\n(m / mean-01\n      :ARG1 (t / this)\n      :ARG2 (ii / intercept-01\n            :ARG0 (s / service\n                  :mod (s2 / secret))\n            :ARG1 (o / operate-01\n                  :mod (a / all)\n                  :instrument (s3 / satellite\n                        :name (n / name\n                              :op1 ""Newline"")))))']"
138,138,10012177,echter-clownfisch,"Wenn das Weibchen stirbt, \newline werden die Männchen in der Kolonie zu Weibchen.",31_long,Tiere|Seiten_mit_defekten_Dateilinks,2021-05-15T15:50:47Z,7b5adf57ed2178795004f4c052333f37,"0:=Stirbt 1:=das 2:=Weibchen, 3:=\newline 4:=wird 5:=ein 6:=Männchen 7:=aus 8:=der 9:=Gruppe 10:=zum 11:=Weibchen.",3,"[[0, 2], [4, 6, 10, 11], [6, 7, 9]]","When the female dies, \newline the males in the colony become females.","['# ::snt When the female dies, \\newline the males in the colony become females.\n(b / become-01\n      :ARG1 (m / male\n            :location (c / colony))\n      :ARG2 (f / female)\n      :time (d / die-01\n            :ARG1 (f2 / female))\n      :ARG1-of (n / newline-00))']"
139,139,10012184,eco-marathon,"Das Auto, das am wenigsten Energie (z. B. Benzin) verbraucht, gewinnt.",1_short,Technik,2014-05-08T08:23:37Z,af28a20dfb151690981ee13d72ce655c,0:=Das 1:=Auto 2:=das 3:=am 4:=wenigsten 5:=Energie 6:=(zum 7:=Beispiel 8:=Benzin) 9:=verbraucht 10:=gewinnt.,3,"[[2, 3, 4, 5, 9], [6, 7, 8], [10]]",The car that uses the least energy (e.g. gasoline) wins.,['# ::snt The car that uses the least energy (e.g. gasoline) wins.\n(w / win-01\n      :ARG0 (c / car\n            :ARG0-of (u / use-01\n                  :ARG1 (e / energy\n                        :ARG1-of (h / have-quant-91\n                              :ARG3 (l / least)))\n                  :example (g / gasoline))))']
140,140,10012198,edward-snowden,"Edward Snowden wurde am 21. Juni 1983 in Elizabeth City, USA, geboren.",0_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,"0:=Edward 1:=Snowden 2:= 3:=wurde 4:=am 5:=21. 6:=Juni 7:=1983 8:=in 9:=Elizabeth 10:=City, 11:=USA 12:=geboren.",3,"[[4, 5, 6, 7], [8, 9, 10], [8, 11]]","Edward Snowden was born on June 21, 1983 in Elizabeth City, USA.","['# ::snt Edward Snowden was born on June 21, 1983 in Elizabeth City, USA.\n(b / bear-02\n      :ARG1 (p / person\n            :name (n / name\n                  :op1 ""Edward""\n                  :op2 ""Snowden""))\n      :time (d / date-entity\n            :day 21\n            :month 6\n            :year 1983)\n      :location (c / city\n            :name (n2 / name\n                  :op1 ""Elizabeth""\n                  :op2 ""City"")\n            :location (c2 / country\n                  :name (n3 / name\n                        :op1 ""USA""))))']"
141,141,10012200,edward-snowden,Er studierte Informatik am Anne Arundel Community College in Maryland.,2_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,0:=Er 1:=hat 2:=am 3:=Anne 4:=Arundel 5:=Community 6:=College 7:=in 8:=Maryland 9:=Informatik 10:=studiert.,3,"[[2, 3, 4, 5, 6], [7, 8], [9]]",He studied computer science at Anne Arundel Community College in Maryland.,"['# ::snt He studied computer science at Anne Arundel Community College in Maryland.\n(s / study-01\n      :ARG0 (h / he)\n      :ARG1 (s2 / science\n            :mod (c / computer))\n      :location (u / university\n            :name (n / name\n                  :op1 ""Anne""\n                  :op2 ""Arundel""\n                  :op3 ""Community""\n                  :op4 ""College"")\n            :location (s3 / state\n                  :name (n2 / name\n                        :op1 ""Maryland""))))']"
142,142,10012204,edward-snowden,Während seiner Arbeit bei den Geheimdiensten sah er die Geheimdienstprogramme PRISM und Tempora.,6_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,0:=Bei 1:=seiner 2:=Arbeit 3:=bei 4:=den 5:=Geheimdiensten 6:=hat 7:=er 8:=die 9:=Geheimdienstprogramme 10:=PRISM 11:=und 12:=Tempora 13:=gesehen.,4,"[[0, 1, 2, 6, 7, 9, 13], [2, 3, 5], [9, 10], [9, 12]]","While working for the intelligence services, he saw the intelligence programs PRISM and Tempora.","['# ::snt While working for the intelligence services, he saw the intelligence programs PRISM and Tempora.\n(s / see-01\n      :ARG0 (h / he)\n      :ARG1 (a / and\n            :op1 (p / program\n                  :name (n / name\n                        :op1 ""PRISM""))\n            :op2 (p2 / program\n                  :name (n2 / name\n                        :op1 ""Temporation""))\n            :mod (ii / intelligence))\n      :time (w / work-01\n            :ARG0 h\n            :ARG2 (s2 / service\n                  :mod (ii2 / intelligence))))']"
143,143,10012205,edward-snowden,Edward Snowden hält PRISM und Tempora für illegal.,7_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,0:=Edward 1:=Snowden 2:=ist 3:=der 4:=Meinung 5:=dass 6:=PRISM 7:=und 8:=Tempora 9:=nicht 10:=rechtmäßig 11:=sind.,3,"[[0, 1, 2, 4], [5, 6, 9, 10, 11], [5, 8, 9, 10, 11]]",Edward Snowden believes PRISM and Tempora are illegal.,"['# ::snt Edward Snowden believes PRISM and Tempora are illegal.\n(b / believe-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Edward""\n                  :op2 ""Snowden""))\n      :ARG1 (l / legal-02\n            :polarity -\n            :ARG1 (a / and\n                  :op1 (p2 / publication\n                        :name (n2 / name\n                              :op1 ""PRISM""))\n                  :op2 (p3 / publication\n                        :name (n3 / name\n                              :op1 ""Temporporation"")))))']"
144,144,10012210,edward-snowden,"Das ist nichts, was ich unterstützen oder damit leben möchte. """,12_long,Personen,2013-07-05T06:23:04Z,6275ee07d0785a2da491fbb224064f23,"0:=Das 1:=ist 2:=nichts, 3:=was 4:=ich 5:=unterstützen 6:=oder 7:=wo 8:=ich 9:=leben 10:=möchte.""",3,"[[0, 1, 2], [3, 4, 5, 6], [7, 8, 9, 10]]","This is not something I want to support or live with.""","['# ::snt This is not something I want to support or live with.""\n(w / want-01\n      :polarity -\n      :ARG0 (ii / i)\n      :ARG1 (o / or\n            :op1 (s / support-01\n                  :ARG0 ii\n                  :ARG1 (t / this))\n            :op2 (l / live-01\n                  :ARG0 ii\n                  :accompanier t)))']"
145,145,10012226,egypt-air-flug-181,"Er zwang den Piloten, das Flugzeug auf Zypern zu landen.",2_long,Verkehr|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2016-03-30T16:42:16Z,48f66906899cc4a9477b6c9e32ff4424,0:=Er 1:=hat 2:=den 3:=Piloten 4:=gezwungen 5:=das 6:=Flugzeug 7:=in 8:=Zypern 9:=zu 10:=landen.,3,"[[0, 1, 3, 4], [6, 9, 10], [7, 8, 9, 10]]",He forced the pilot to land the plane in Cyprus.,"['# ::snt He forced the pilot to land the plane in Cyprus.\n(f / force-01\n      :ARG0 (h / he)\n      :ARG1 (p / person\n            :ARG0-of (p2 / pilot-01))\n      :ARG2 (l / land-01\n            :ARG0 p\n            :ARG1 (p3 / plane)\n            :ARG2 (c / country\n                  :name (n / name\n                        :op1 ""Cyprus""))))']"
146,146,10012229,egypt-air-flug-181,Er nahm 64 Menschen in einem Flugzeug als Geiseln.,5_long,Verkehr|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2016-03-30T16:42:16Z,48f66906899cc4a9477b6c9e32ff4424,0:=Er 1:=hat 2:=64 3:=Menschen 4:=als 5:=Geiseln 6:=im 7:=Flugzeug 8:=gefangen 9:=gehalten.,3,"[[0, 1, 2, 3, 8, 9], [4, 5], [6, 7]]",He took 64 people hostage on an airplane.,['# ::snt He took 64 people hostage on an airplane.\n(t / take-01\n      :ARG0 (h / he)\n      :ARG1 (h2 / hostage\n            :domain (p / person\n                  :quant 64))\n      :location (a / airplane))']
147,147,10012230,egypt-air-flug-181,Der Mann sprengte sich mit einem Sprengstoffgürtel in die Luft und bedrohte Menschen im Flugzeug.,6_long,Verkehr|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2016-03-30T16:42:16Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Der 1:=Mann 2:=hat 3:=den 4:=Menschen 5:=im 6:=Flugzeug 7:=gedroht, 8:=\newline 9:=er 10:=sprengt 11:=sich 12:=selbst 13:=mit 14:=einem 15:=Spreng-stoff-gürtel 16:=in 17:=die 18:=Luft.",4,"[[1, 2, 4, 7], [4, 5, 6], [9, 10, 11, 12, 16, 18], [13, 15]]",The man blew himself up with an explosive belt and threatened people on the plane.,['# ::snt The man blew himself up with an explosive belt and threatened people on the plane.\n(a / and\n      :op1 (b / blow-up-06\n            :ARG0 (m / man)\n            :ARG1 m\n            :instrument (b2 / belt\n                  :ARG1-of (e / explode-01\n                        :ARG1-of (p / possible-01))))\n      :op2 (t / threaten-01\n            :ARG0 m\n            :ARG2 (p2 / person)\n            :location (p3 / plane)))']
148,148,10012231,egypt-air-flug-181,Nach einer Weile ließ er die Leute im Flugzeug frei.,7_long,Verkehr|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2016-03-30T16:42:16Z,48f66906899cc4a9477b6c9e32ff4424,0:=Nach 1:=einer 2:=Zeit 3:=hat 4:=er 5:=die 6:=Menschen 7:=im 8:=Flugzeug 9:=frei 10:=gelassen.,3,"[[0, 2], [3, 4, 6, 9, 10], [6, 7, 8]]",After a while he released the people on the plane.,['# ::snt After a while he released the people on the plane.\n(r / release-01\n      :ARG0 (h / he)\n      :ARG1 (p / person)\n      :location (p2 / plane)\n      :time (a / after\n            :op1 (w / while)))']
149,149,10012236,egypt-air-flug-181,"In einigen Nachrichtenberichten hieß es: „Er wollte mit seiner Ex-Frau sprechen, aber er war krank.“",12_long,Verkehr|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks,2016-03-30T16:42:16Z,48f66906899cc4a9477b6c9e32ff4424,"0:=Manche 1:=Nachrichten 2:=sagen, 3:=\newline 4:=er 5:=wollte 6:=mit 7:=seiner 8:=Ex­frau 9:=sprechen 10:=und 11:=ist 12:=krank.",3,"[[0, 1, 2], [4, 5, 6, 7, 8, 9], [4, 11, 12]]","Some news reports said: “He wanted to talk to his ex-wife, but he was sick.”","['# ::snt Some news reports said: “He wanted to talk to his ex-wife, but he was sick.”\n(s / say-01\n      :ARG0 (r / report-01\n            :ARG1 (n / news)\n            :mod (s2 / some))\n      :ARG1 (c / contrast-01\n            :ARG1 (w / want-01\n                  :ARG0 (h / he)\n                  :ARG1 (t / talk-01\n                        :ARG0 h\n                        :ARG2 (p / person\n                              :ARG0-of (h2 / have-rel-role-91\n                                    :ARG1 h\n                                    :ARG2 (w2 / wife)\n                                    :time (e / ex)))))\n            :ARG2 (s3 / sick-05\n                  :ARG1 h)))']"
150,150,10012245,ehegattensplitting,Bürger eines Landes zahlen Geld an ihr Land.,1_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2014-07-17T09:07:41Z,cfbe77d115cd524def4ccbe596a54842,0:=Bürger 1:=in 2:=einem 3:=Land 4:=zahlen 5:=Geld 6:=an 7:=ihr 8:=Land.,3,"[[0, 1, 3, 4, 5], [0, 1, 3], [5, 6, 7, 8]]",Citizens of a country pay money to their country.,['# ::snt Citizens of a country pay money to their country.\n(p / pay-01\n      :ARG0 (c / citizen\n            :poss (c2 / country))\n      :ARG1 (m / money)\n      :ARG3 c2)']
151,151,10012266,ehegattensplitting,"Mann und Frau teilen sich, und das vom Paar verdiente Geld wird zusammengezählt.",22_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2014-07-17T09:07:41Z,cfbe77d115cd524def4ccbe596a54842,0:=Beim 1:=Ehe-gatten-splitting 2:=wird 3:=das 4:=verdiente 5:=Geld 6:=vom 7:=Mann 8:=und 9:=der 10:=Frau 11:=zusammen 12:=gezählt.,3,"[[0, 1], [2, 5, 6, 7, 8, 10, 11, 12], [4]]","The husband and wife share, and the money earned by the couple is added together.","['# ::snt The husband and wife share, and the money earned by the couple is added together.\n(a / and\n      :op1 (s / share-01\n            :ARG0 (a2 / and\n                  :op1 (p / person\n                        :ARG0-of (h / have-rel-role-91\n                              :ARG2 (h2 / husband)))\n                  :op2 (p2 / person\n                        :ARG0-of (h3 / have-rel-role-91\n                              :ARG2 (w / wife)))))\n      :op2 (a3 / add-02\n            :ARG1 (m / money\n                  :ARG1-of (e / earn-01\n                        :ARG0 a2))\n            :manner (t / together)))']"
152,152,10012271,ehegattensplitting,Verheiratete Menschen sparen grundsätzlich Steuern.,27_long,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie,2014-07-17T09:07:41Z,cfbe77d115cd524def4ccbe596a54842,0:=Verheiratete 1:=Leute 2:=können 3:=mit 4:=der 5:=Regel 6:=Steuern 7:=sparen.,3,"[[0, 1], [1, 2, 6, 7], [3, 5, 7]]",Married people generally save taxes.,['# ::snt Married people generally save taxes.\n(s / save-01\n      :ARG0 (p / person\n            :ARG1-of (m / marry-01))\n      :ARG1 (t / tax-01)\n      :ARG1-of (g / general-02))']
153,153,10012323,ehe,"Zwei Menschen versprechen sich gegenseitig, für immer zusammen zu sein.",2_short,Recht_und_Gesetz,2019-01-14T08:43:52Z,48f66906899cc4a9477b6c9e32ff4424,"0:=2 1:=Menschen 2:=versprechen 3:=sich, 4:=\newline 5:=dass 6:=sie 7:=für 8:=immer 9:=zusammen 10:=bleiben.",3,"[[0, 1, 2, 3], [5, 6, 9, 10], [7, 8]]",Two people promise each other to be together forever.,['# ::snt Two people promise each other to be together forever.\n(p / promise-01\n      :ARG0 (p2 / person\n            :quant 2\n            :ARG1-of p)\n      :ARG2 (t / together\n            :domain p2\n            :duration (f / forever)))']
154,154,10012330,ehrenburger,So bekam er zum Beispiel immer Kino- oder Theaterkarten geschenkt.,2_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2016-10-24T06:14:31Z,48f66906899cc4a9477b6c9e32ff4424,0:=Zum 1:=Beispiel 2:=bekommt 3:=er 4:=immer 5:=Karten 6:=für 7:=Kino 8:=oder 9:=Theater 10:=geschenkt.,3,"[[2, 3, 4, 5, 10], [6, 7], [6, 9]]","For example, he always received cinema or theater tickets as gifts.","['# ::snt For example, he always received cinema or theater tickets as gifts.\n(e / exemplify-01\n      :ARG0 (r / receive-01\n            :ARG0 (h / he)\n            :ARG1 (o / or\n                  :op1 (t / ticket\n                        :mod (c / cinema))\n                  :op2 (t2 / ticket\n                        :mod (t3 / theater)))\n            :ARG3 (g / gift-01\n                  :ARG1 o\n                  :ARG2 h)\n            :time (a / always)))']"
155,155,10012349,eichsfeld,"Es gibt viele Kirchen, Burgen und Paläste.",3_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2019-03-20T10:40:00Z,ffaa744a207eb843b7f383adcf5da422,"0:=Es 1:=gibt 2:=viele 3:=Kirchen, 4:=Burgen 5:=und 6:=Schlösser.",3,"[[3], [4], [6]]","There are many churches, castles and palaces.","['# ::snt There are many churches, castles and palaces.\n(a / and\n      :op1 (c / church)\n      :op2 (c2 / castle)\n      :op3 (p / palace)\n      :quant (m / many))']"
156,156,10012354,eichsfeld,Die größten Städte im Eichsfeld sind: \newline Heilbad Heiligenstadt \newline Duderstadt \newline Leinefelde-Worbis,1_short,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2019-03-20T10:40:00Z,ffaa744a207eb843b7f383adcf5da422,0:=Die 1:=größten 2:=Orte 3:=im 4:=Eichsfeld 5:=sind: 6:=\newline 7:= 8:=Heilbad 9:=Heiligenstadt 10:=\newline 11:= 12:=Duderstadt 13:=\newline 14:= 15:=Leinefelde-Worbis,3,"[[8, 9], [12], [15]]",The largest cities in Eichsfeld are: \newline Heilbad Heiligenstadt \newline Duderstadt \newline Leinefelde-Worbis,"['# ::snt The largest cities in Eichsfeld are: \\newline Heilbad Heiligenstadt \\newline Duderstadt \\newline Leinefelde-Worbis\n(h / have-degree-91\n      :ARG1 (c / city\n            :location (c2 / city\n                  :name (n / name\n                        :op1 ""Eichsfeld""))\n            :domain (a / and\n                  :op1 (l / line\n                        :name (n2 / name\n                              :op1 ""Heilbad""\n                              :op2 ""Heiligenstadt""))\n                  :op2 (l2 / line\n                        :name (n3 / name\n                              :op1 ""Duderstadt""))\n                  :op3 (l3 / line\n                        :name (n4 / name\n                              :op1 ""Leinefelde-Worbis""))))\n      :ARG2 (l4 / large)\n      :ARG3 (m / most))']"
157,157,10012369,eierlegende-wollmilchsau,"Dieses Bild zeigt: • Ein Huhn, das Eier legt",2_long,Redewendungen,2013-10-21T08:18:22Z,eaab3232dd7a824a6a774fd2f2814e47,0:=In 1:=diesem 2:=Bild 3:=kommt 4:=vor: 5:=• 6:=ein 7:=Huhn 8:=das 9:=Eier 10:=legt,3,"[[0, 2, 3, 4], [7], [8, 9, 10]]",This picture shows: • A chicken laying eggs,"['# ::snt This picture shows: •\n(s / show-01\n      :ARG0 (p / picture\n            :mod (t / this)))', '# ::snt A chicken laying eggs\n(l / lay-01\n      :ARG0 (c / chicken)\n      :ARG1 (e / egg))']"
158,158,10012370,eierlegende-wollmilchsau,"Auf diesem Foto: • Ein Schaf, dem seine Wolle gefüttert wird",3_long,Redewendungen,2013-10-21T08:18:22Z,eaab3232dd7a824a6a774fd2f2814e47,0:=In 1:=diesem 2:=Bild 3:=kommt 4:=vor: 5:=• 6:=ein 7:=Schaf 8:=das 9:=Wolle 10:=gibt,3,"[[0, 2, 3, 4], [7], [8, 9, 10]]",In this photo: • A sheep being fed its wool,['# ::snt In this photo: • A sheep being fed its wool\n(f / feed-01\n      :ARG1 (w / wool\n            :poss (s / sheep))\n      :ARG2 s\n      :location (p / photo\n            :mod (t / this)))']
159,159,10012371,eierlegende-wollmilchsau,"Dieses Bild zeigt: • Eine Kuh, die Milch gibt.",4_long,Redewendungen,2013-10-21T08:18:22Z,eaab3232dd7a824a6a774fd2f2814e47,0:=In 1:=diesem 2:=Bild 3:=kommt 4:=vor: 5:=• 6:=eine 7:=Kuh 8:=die 9:=Milch 10:=gibt,3,"[[0, 2, 3, 4], [7], [8, 9, 10]]",This picture shows: • A cow giving milk.,['# ::snt This picture shows: • A cow giving milk.\n(s / show-01\n      :ARG0 (p / picture\n            :mod (t / this))\n      :ARG1 (g / give-01\n            :ARG0 (c / cow)\n            :ARG1 (m / milk)))']
160,160,10012372,eierlegende-wollmilchsau,"Auf diesem Foto: • Ein Schwein, das Fleisch isst",5_long,Redewendungen,2013-10-21T08:18:22Z,eaab3232dd7a824a6a774fd2f2814e47,0:=In 1:=diesem 2:=Bild 3:=kommt 4:=vor: 5:=• 6:=ein 7:=Schwein 8:=das 9:=Fleisch 10:=gibt,3,"[[0, 2, 3, 4], [7], [8, 9, 10]]",In this photo: • A pig eating meat,['# ::snt In this photo: • A pig eating meat\n(b / be-located-at-91\n      :ARG1 (e / eat-01\n            :ARG0 (p / pig)\n            :ARG1 (m / meat))\n      :ARG2 (p2 / photo\n            :mod (t / this)))']
161,161,10012406,eifersucht,"Tom hat davor Angst: \newline Wenn Suzy mit Peter geht, \newline dann wird er allein sein.",10_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-01-03T17:00:58Z,e800bebc9060331edfac65e663a55570,"0:=Tom 1:=hat 2:=Angst 3:=davor: 4:=\newline 5:=Wenn 6:=Susi 7:=mit 8:=Peter 9:=weggeht, 10:=\newline 11:=dann 12:=wird 13:=er 14:=alleine 15:=sein.",4,"[[0, 1, 2, 3], [5, 6, 9], [7, 8], [11, 12, 13, 14, 15]]","Tom is afraid of this: \newline If Suzy goes with Peter, \newline then he will be alone.","['# ::snt Tom is afraid of this: \\newline If Suzy goes with Peter, \\newline then he will be alone.\n(f / fear-01\n      :ARG0 (p / person\n            :name (n / name\n                  :op1 ""Tom""))\n      :ARG1 (t / this\n            :mod (a / alone\n                  :domain p\n                  :condition (g / go-02\n                        :ARG0 (a2 / and\n                              :op1 (p2 / person\n                                    :name (n2 / name\n                                          :op1 ""Suzy""))\n                              :op2 (p3 / person\n                                    :name (n3 / name\n                                          :op1 ""Peter"")))))))']"
162,162,10012411,eifersucht,Er denkt: \newline Wie kann er Suzy und Peter besiegen?,15_long,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks,2022-01-03T17:00:58Z,e800bebc9060331edfac65e663a55570,0:=Er 1:=überlegt: 2:=\newline 3:=Wie 4:=er 5:=Susi 6:=und 7:=Peter 8:=eins 9:=auswischen 10:=kann.,3,"[[0, 1], [3, 4, 5, 8, 9, 10], [3, 4, 7, 8, 9, 10]]",He thinks: \newline How can he defeat Suzy and Peter?,"['# ::snt He thinks: \\newline How can he defeat Suzy and Peter?\n(t / think-01\n      :ARG0 (h / he)\n      :ARG1 (a / amr-unknown\n            :manner-of (d / defeat-01\n                  :ARG0 h\n                  :ARG1 (a2 / and\n                        :op1 (p / person\n                              :name (n / name\n                                    :op1 ""Suzy""))\n                        :op2 (p2 / person\n                              :name (n2 / name\n                                    :op1 ""Peter"")))\n                  :ARG1-of (p3 / possible-01)))\n      :mod (n3 / newline))']"
163,163,10012424,eiffelturm,Im Jahr 1887 begannen Arbeiter mit dem Bau des Eiffelturms.,5_long,Ort,2015-03-31T17:25:55Z,45975183761f50ed006efcbab4df0803,"0:=Im 1:=Jahr 2:=1887 3:=haben 4:=Arbeiter 5:=angefangen, 6:=\newline 7:=den 8:=Eiffel-turm 9:=zu 10:=bauen.",3,"[[0, 1, 2], [3, 4, 5], [8, 9, 10]]","In 1887, workers began building the Eiffel Tower.","['# ::snt In 1887, workers began building the Eiffel Tower.\n(b / begin-01\n      :ARG0 (p / person\n            :ARG0-of (w / work-01))\n      :ARG1 (b2 / build-01\n            :ARG0 p\n            :ARG1 (t / tower\n                  :name (n / name\n                        :op1 ""Eiffel""\n                        :op2 ""Tower"")))\n      :time (d / date-entity\n            :year 1886))']"
164,164,10012454,einen-schlussstrich-ziehen,"Denn wenn der Buchhalter eine horizontale Linie unter dem Konto \newline zeichnet, stellt der Buchhalter die Rechnung fertig.",3_long,Redewendungen|Seiten_mit_defekten_Dateilinks,2021-12-30T22:23:38Z,e800bebc9060331edfac65e663a55570,"0:=Weil 1:=wenn 2:=ein 3:=Buchhalter 4:=eine 5:=waagerechte 6:=Linie 7:=unter 8:=ein 9:=Konto 10:=zieht, 11:= 12:=\newline 13:=dann 14:=schließt 15:=dieser 16:=eine 17:=Rechnung 18:=ab.",3,"[[0, 1, 3, 4, 5, 6, 10], [6, 7, 9], [13, 14, 15, 16, 17, 18]]","Because when the accountant draws a horizontal line under the account \newline, the accountant completes the calculation.","['# ::snt Because when the accountant draws a horizontal line under the account \\newline, the accountant completes the calculation.\n(c / cause-01\n      :ARG0 (c2 / complete-01\n            :ARG0 (a / accountant)\n            :ARG1 (c3 / calculate-01)\n            :condition (d / draw-01\n                  :ARG0 a\n                  :ARG1 (l / line\n                        :mod (h / horizontal))\n                  :ARG2 (u / under\n                        :op1 (a2 / account\n                              :name (n / name\n                                    :op1 ""Newline""))))))']"
165,165,10012456,einen-schlussstrich-ziehen,"Wenn Sie mit \newline eine Linie unter etwas ziehen, beenden Sie etwas.",1_short,Redewendungen|Seiten_mit_defekten_Dateilinks,2021-12-30T22:23:38Z,e800bebc9060331edfac65e663a55570,"0:=Wenn 1:=man 2:=einen 3:=Schlussstrich 4:=unter 5:=etwas 6:=zieht, 7:=\newline 8:=dann 9:=schließt 10:=man 11:=etwas 12:=ab.",3,"[[0, 1, 3, 6], [3, 4, 5], [8, 9, 10, 11, 12]]","When you use \newline to draw a line under something, you end something.","['# ::snt When you use \\newline to draw a line under something, you end something.\n(e / end-01\n      :ARG0 (y / you)\n      :ARG1 (s / something)\n      :condition (u / use-01\n            :ARG0 y\n            :ARG1 (l / line\n                  :location (u2 / under\n                        :op1 (s2 / something)))\n            :ARG2 (d / draw-01\n                  :ARG0 y\n                  :ARG1 l)))']"
