sent-id,phrase,num_statements,statement_spans,tree,is_sent,big_np_count,big_pp_count
1400,Und man hat mehrere Möglichkeiten.,1,,(S (KON Und) (PIS man) (VAFIN hat) (NP (PIAT mehrere) (NN Möglichkeiten))) ($. .),1,0,0
1404,"Zum Beispiel: \newline  Miete für die Wohnung \newline  Essen  \newline  Kleider \newline  Medikamente \newline  Sachen, die man sonst noch braucht \newline  \newline Alters-arme Menschen müssen oft weiter arbeiten gehen.",0,,(PP (APPRART Zum) (NN Beispiel)) ($. :) (ADJA \newline) (NN  ) (NN Miete) (PP (APPR für) (ART die) (NN Wohnung)) (ADJA \newline) (NN  ) (NN Essen) (NN  ) (NP (ADJA \newline) (NN  ) (NN Kleider)),0,0,0
1405,Oder sie brauchen Geld vom Staat.,1,,(S (KON Oder) (PPER sie) (VVFIN brauchen) (NP (NN Geld) (PP (APPRART vom) (NN Staat)))) ($. .),1,1,0
1406,Weil sie zu wenig Geld zum Leben haben.,1,,(S (KOUS Weil) (PPER sie) (NP (AP (PTKA zu) (PIAT wenig)) (NN Geld) (PP (APPRART zum) (NN Leben))) (VAFIN haben)) ($. .),1,1,0
1408,Die Renten-kassen haben wenig Geld.,1,,(S (NP (ART Die) (NN Renten-kassen)) (VAFIN haben) (NP (PIAT wenig) (NN Geld))) ($. .),1,0,0
1413,Jeder Mensch wird alt.,1,,(S (NP (PIAT Jeder) (NN Mensch)) (VAFIN wird) (ADJD alt)) ($. .),1,0,0
1414,"Das hießt, \newline ein Mensch wird älter.",1,,"(S (PDS Das) (VVFIN hießt)) ($, ,) (S (ADV \newline) (S (NP (ART ein) (NN Mensch)) (VAFIN wird) (ADJD älter))) ($. .)",1,0,0
1418,Das ist das biographische Alter.,1,,(S (PDS Das) (VAFIN ist) (NP (ART das) (ADJA biographische) (NN Alter))) ($. .),1,1,0
1419,"Zum Beispiel kann man sagen: \newline ""Ich bin 65 Jahre alt"" \newline  \newline Es gibt auch das biologische Alter.",0,,"(S (PP (APPRART Zum) (NN Beispiel)) (VMFIN kann) (PIS man) (VP (VVINF sagen))) ($. :) (XY \newline) ($LRB "")",1,0,0
1420,Es gibt eine Wissenschaft des Alters: die Gerontologie.,1,,(S (PPER Es) (VVFIN gibt) (ART eine) (NN Wissenschaft) (NP (ART des) (NN Alters))) ($. :) (NP (NP (ART die) (NN Gerontologie))) ($. .),1,0,0
1421,Alter ist ein Lebens-abschnitt.,1,,(S (NN Alter) (VAFIN ist) (NP (ART ein) (NN Lebens-abschnitt))) ($. .),1,0,0
1423,Das Alter einer Person wird in Jahren angegeben.,1,,(S (NP (ART Das) (NN Alter) (NP (ART einer) (NN Person))) (VAFIN wird) (VP (PP (APPR in) (NN Jahren)) (VVPP angegeben))) ($. .),1,1,0
1424,Im alten Ägypten haben viele Pharaonen ge-lebt.,1,,(S (PP (APPRART Im) (ADJA alten) (NE Ägypten)) (VAFIN haben) (NP (PIAT viele) (NN Pharaonen)) (VP (VVPP ge-lebt))) ($. .),1,0,0
1425,Den Menschen ging es sehr gut.,1,,(S (NP (ART Den) (NN Menschen)) (VVFIN ging) (PPER es) (AP (ADV sehr) (ADJD gut))) ($. .),1,0,0
1426,Weil sie viel Wasser aus dem Nil-fluß hatten.,2,"[[0, 1, 2, 3, 7], [4, 6]]",(S (KOUS Weil) (PPER sie) (NP (PIAT viel) (NN Wasser) (PP (APPR aus) (ART dem) (NN Nil-fluß))) (VAFIN hatten)) ($. .),1,1,0
1427,Durch das Wasser hat es immer eine gute Ernte gegeben.,2,"[[0, 2], [3, 4, 7, 8, 9]]",(S (PP (APPR Durch) (ART das) (NN Wasser)) (VAFIN hat) (PPER es) (VP (ADV immer) (NP (ART eine) (ADJA gute) (NN Ernte)) (VVPP gegeben))) ($. .),1,1,0
1428,Das Alte Ägypten war eine Gesellschaft.,1,,(S (NP (ART Das) (ADJA Alte) (NE Ägypten)) (VAFIN war) (NP (ART eine) (NN Gesellschaft))) ($. .),1,1,0
1429,Es hat sie vor sehr langer Zeit gegeben.,1,,(S (PPER Es) (VAFIN hat) (VP (PPER sie) (PP (APPR vor) (AP (ADV sehr) (ADJA langer)) (NN Zeit)) (VVPP gegeben))) ($. .),1,0,1
1430,In der Altertums-zeit.,0,,(PP (APPR In) (ART der) (NN Altertums-zeit)) ($. .),0,0,0
1431,Einen Ältestenrat gibt es im: • Deutscher Bundestag,1,,(S (NP (ART Einen) (NN Ältestenrat)) (VVFIN gibt) (PPER es) (APPRART im)) ($. :),1,0,0
1432,Einen Ältestenrat gibt es im: • Landesparlament,1,,(S (NP (ART Einen) (NN Ältestenrat)) (VVFIN gibt) (PPER es) (APPRART im)) ($. :),1,0,0
1433,Eine Personen vom Ältestenrat muss kein bestimmtes Alter haben.,1,,(S (NP (ART Eine) (NN Personen) (PP (APPRART vom) (NN Ältestenrat))) (VMFIN muss) (VP (NP (PIAT kein) (ADJA bestimmtes) (NN Alter)) (VAINF haben))) ($. .),1,2,0
1434,Diese Personen müssen Erfahrung haben.,1,,(S (NP (PDAT Diese) (NN Personen)) (VMFIN müssen) (VP (VP (NN Erfahrung) (VAINF  )) (VAINF haben))) ($. .),1,0,0
1435,Erfahrungen und Wissen von Parlamenten.,0,,(NP (CNP (NN Erfahrungen) (KON und) (NN Wissen)) (PP (APPR von) (NN Parlamenten))) ($. .),0,1,0
1436,Beispiel Deutscher Bundestag: \newline Der Ältestenrat sagt im Bundestag was auf der Tages-ordnung steht.,4,"[[0, 1, 2], [5, 6], [7, 8], [9, 10, 12, 13]]",(NP (NN Beispiel) (PN (NP (ADJA Deutscher) (NN Bundestag)))) ($. :),0,1,0
1437,Und er unterstützt den Bundestagspräsidenten bei seiner Arbeit.,2,"[[1, 2, 4], [5, 6, 7]]",(S (KON Und) (PPER er) (VVFIN unterstützt) (NP (ART den) (NN Bundestagspräsidenten)) (PP (APPR bei) (PPOSAT seiner) (NN Arbeit))) ($. .),1,0,0
1438,Der Ältestenrat schaut das alle Arbeiten gemacht werden.,2,"[[1, 2], [3, 4, 5, 6, 7]]",(S (NP (ART Der) (NN Ältestenrat)) (VVFIN schaut) (PDS das)),1,0,0
1439,Und macht Termine für Sitzungen.,1,,(S (KON Und) (VVFIN macht) (NP (NN Termine) (PP (APPR für) (NN Sitzungen)))) ($. .),1,1,0
1440,Der Ältestenrat hilft auch wenn es Streit gibt.,2,"[[1, 2, 3], [4, 5, 6, 7]]",(S (NP (ART Der) (NN Ältestenrat)) (VVFIN hilft) (S (ADV auch) (KOUS wenn) (PPER es) (NN Streit) (VVFIN gibt))) ($. .),1,0,0
1441,Im Ältestenrat sind diese 30 Mitglieder: • 1 Präsident,0,,(S (PP (APPRART Im) (NN Ältestenrat)) (VAFIN sind) (NP (PDAT diese) (CARD 30) (NN Mitglieder))) ($. :),1,1,0
1442,Im Ältestenrat sind diese 30 Mitglieder: • 6 Vertreter vom Präsidenten,0,,(S (PP (APPRART Im) (NN Ältestenrat)) (VAFIN sind) (NP (PDAT diese) (CARD 30) (NN Mitglieder))) ($. :),1,1,0
1443,Im Ältestenrat sind diese 30 Mitglieder: • 23 Personen von einzelnen Parteien,0,,(S (PP (APPRART Im) (NN Ältestenrat)) (VAFIN sind) (NP (PDAT diese) (CARD 30) (NN Mitglieder))) ($. :),1,1,0
1444,"Weil der Ältestenrat sehr viele Aufgaben hat,",1,,"(S (KOUS Weil) (NP (ART der) (NN Ältestenrat)) (NP (AP (ADV sehr) (PIAT viele)) (NN Aufgaben)) (VAFIN hat)) ($, ,)",1,1,0
1445,kann er Unterstützung bekommen.,1,,(S (VMFIN kann) (PPER er) (VP (NN Unterstützung) (VVINF bekommen))) ($. .),1,0,0
1446,Zum Beispiel von Experten-ruppen.,0,,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR von) (NN Experten-ruppen)) ($. .),0,0,1
1447,Diese Experten-gruppen heißen: Kommissionenen.,1,,(S (NP (PDAT Diese) (NN Experten-gruppen)) (VVFIN heißen)) ($. :) (NN Kommissionenen) ($. .),1,0,0
1448,Der Ältestenrat ist eine Politiker-gruppe.,1,,(S (NP (ART Der) (NN Ältestenrat)) (VAFIN ist) (NP (ART eine) (NN Politiker-gruppe))) ($. .),1,0,0
1449,Die Gruppe kümmert sich um Fragen für die Geschäfts-ordnung.,2,"[[1, 2, 3, 4, 5], [6, 8]]",(S (NP (ART Die) (NN Gruppe)) (VVFIN kümmert) (PRF sich) (PP (APPR um) (NN Fragen) (PP (APPR für) (ART die) (NN Geschäfts-ordnung)))) ($. .),1,0,1
1450,Der Chef der Gruppe ist der Parlaments-präsident.,1,,(S (NP (ART Der) (NN Chef) (NP (ART der) (NN Gruppe))) (VAFIN ist) (NP (ART der) (NN Parlaments-präsident))) ($. .),1,1,0
1451,Auf dem Altonaer Fisch-markt kann man viele Sachen kaufen.,1,,(S (PP (APPR Auf) (ART dem) (ADJA Altonaer) (NN Fisch-markt)) (VMFIN kann) (PIS man) (VP (NP (PIAT viele) (NN Sachen)) (VVINF kaufen))) ($. .),1,0,1
1452,"Zum Beispiel Obst, Gemüse oder Fisch.",0,,"(NP (PP (APPRART Zum) (NN Beispiel)) (CNP (NN Obst))) ($, ,) (NN Gemüse) (KON oder) (NN Fisch) ($. .)",0,1,0
1453,Es ist ein sehr großer Markt.,1,,(S (PPER Es) (VAFIN ist) (NP (ART ein) (AP (ADV sehr) (ADJA großer)) (NN Markt))) ($. .),1,1,0
1454,Mit vielen Ständen.,0,,(PP (APPR Mit) (PIAT vielen) (NN Ständen)) ($. .),0,0,0
1455,Draußen und drinnen.,0,,(CAVP (ADV Draußen) (KON und) (ADV drinnen)) ($. .),0,0,0
1456,Der Altonaer Fisch-markt ist ein sehr großer Markt.,1,,(S (NP (ART Der) (ADJA Altonaer) (NN Fisch-markt)) (VAFIN ist) (NP (ART ein) (AP (ADV sehr) (ADJA großer)) (NN Markt))) ($. .),1,2,0
1457,Er ist in der Stadt Hamburg.,1,,(S (PPER Er) (VAFIN ist) (PP (APPR in) (ART der) (NN Stadt) (NE Hamburg))) ($. .),1,0,1
1459,Von 5.00 Uhr bis 9.30 Uhr.,0,,(S (PP (APPR Von) (CARD 5.00) (NN Uhr)) (PP (APPR bis) (CARD 9.30) (NN Uhr))) ($. .),0,0,0
1460,Der Markt ist bekannt für seine Markt-schreier.,1,,(S (NP (ART Der) (NN Markt)) (VAFIN ist) (ADJD bekannt) (PP (APPR für) (PPOSAT seine) (ADJD Markt-schreier))) ($. .),1,0,0
1461,"Altruismus ist das Gegenteil von Egoismus \newline Manche sagen: \newline Wer un-eigennützig handelt, \newline oder selbst-los handelt, \newline der handelt altruistisch.",0,,(NN Altruismus) (VAFIN ist) (ART das) (NN Gegenteil) (PP (PP (APPR von) (NN Egoismus)) (XY \newline)),0,0,0
1462,Altruismus ist ein lateinisches Wort.,1,,(S (NN Altruismus) (VAFIN ist) (NP (ART ein) (ADJA lateinisches) (NN Wort))) ($. .),1,1,0
1464,Um die Alt-stadt herum ist neue Stadt ge-baut worden.,2,"[[0, 2, 3], [4, 5, 6, 7, 8]]",(S (PP (APPR Um) (ART die) (NN Alt-stadt) (APZR herum)) (VAFIN ist) (NP (ADJA neue) (NN Stadt)) (VP (VP (VVPP ge-baut)) (VAPP worden))) ($. .),1,0,1
1465,Die Alt-stadt soll an die alte Stadt erinnern.,1,,(S (NP (ART Die) (NN Alt-stadt)) (VMFIN soll) (VP (PP (APPR an) (ART die) (ADJA alte) (NN Stadt)) (VVINF erinnern))) ($. .),1,0,1
1466,So wie sie früher einmal ausgesehen hat.,1,,(AVP (ADV So) (S (PWAV wie) (PPER sie) (VP (AVP (ADJD früher) (ADV einmal)) (VVPP ausgesehen)) (VAFIN hat))) ($. .),1,0,0
1467,Alt-städte werden oft verbessert.,1,,(S (NN Alt-städte) (VAFIN werden) (VP (ADV oft) (VVPP verbessert))) ($. .),1,0,0
1468,Damit sie wieder so aus-sehen wie früher.,1,,(S (KOUS Damit) (PPER sie) (ADV wieder) (AVP (ADV so)) (VVFIN aus-sehen) (AP (KOKOM wie) (ADJD früher))) ($. .),1,0,0
1469,Zum Beispiel wenn sie nach einem Krieg zerstört sind.,2,"[[2, 3, 7, 8], [4, 6]]",(S (PP (APPRART Zum) (NN Beispiel)) (KOUS wenn) (PPER sie) (VP (PP (APPR nach) (ART einem) (NN Krieg)) (VVPP zerstört)) (VAFIN sind)) ($. .),1,0,0
1470,Oft sind in einer Alt-stadt Motor-fahrzeuge verboten.,2,"[[5, 6], [2, 4, 6]]",(S (ADV Oft) (VAFIN sind) (PP (APPR in) (ART einer) (NN Alt-stadt)) (NN Motor-fahrzeuge) (VP (VVPP verboten))) ($. .),1,0,0
1471,Eine Alt-stadt ist vor dem 20. Jahr-hundert gebaut.,1,,(S (NP (ART Eine) (NN Alt-stadt)) (VAFIN ist) (VP (APPR vor) (ART dem) (ADJA 20.) (ADJD Jahr-hundert) (VVPP gebaut))) ($. .),1,0,0
1472,Sie ist ein Teil vom Stadt-kern.,1,,(S (PPER Sie) (VAFIN ist) (NP (ART ein) (NN Teil) (PP (APPRART vom) (ADV Stadt-kern)))) ($. .),1,1,0
1473,Es soll das Stadt-bild besser machen.,1,,(S (PPER Es) (VMFIN soll) (VP (NP (ART das) (NN Stadt-bild)) (ADJD besser) (VVINF machen))) ($. .),1,0,0
1474,Alt-städte sind wichtig.,1,,(S (NN Alt-städte) (VAFIN sind) (ADJD wichtig)) ($. .),1,0,0
1475,Damit man sieht wie die Stadt früher ausgesehen hat.,3,"[[0, 1, 2], [3, 5, 7, 8], [6]]",(S (KOUS Damit) (PIS man) (VVFIN sieht) (S (PWAV wie) (NP (ART die) (NN Stadt)) (VP (ADJD früher) (VVPP ausgesehen)) (VAFIN hat))),1,0,0
1476,Zum Beispiel wenn man als Tourist in eine Stadt kommt.,2,"[[2, 3, 6, 8, 9], [4, 5]]",(S (PP (APPRART Zum) (NN Beispiel)) (KOUS wenn) (PIS man) (PP (APPR als) (NN Tourist)) (PP (APPR in) (ART eine) (NN Stadt)) (VVFIN kommt)) ($. .),1,0,0
1477,Eine Altstadt ist ein Teil von einer Stadt.,1,,(S (NP (ART Eine) (NN Altstadt)) (VAFIN ist) (NP (ART ein) (NN Teil) (PP (APPR von) (ART einer) (NN Stadt)))) ($. .),1,1,0
1478,Es ist der Teil der sehr alt ist.,1,,(S (PPER Es) (VAFIN ist) (ART der) (NN Teil) (S (PRELS der) (AP (ADV sehr) (ADJD alt)) (VAFIN ist))) ($. .),1,0,0
1479,Zum Beispiel Straßen mit Pflaster-steine.,0,,(NP (PP (APPRART Zum) (NN Beispiel)) (NN Straßen) (PP (APPR mit) (NN Pflaster-steine))) ($. .),0,1,0
1480,Oder der Teil wo sehr alte Kirchen stehen.,1,,(S (KON Oder) (ART der) (NN Teil) (S (PWAV wo) (NP (AP (ADV sehr) (ADJA alte)) (NN Kirchen)) (VVFIN stehen))) ($. .),1,1,0
1481,Oder eine alte Stadt-mauer.,0,,(CNP (KON Oder) (NP (ART eine) (ADJA alte) (NN Stadt-mauer))) ($. .),0,1,0
1482,Der Altweibersommer geht von September bis Oktober.,2,"[[3, 4], [5, 6]]",(S (NP (ART Der) (NN Altweibersommer)) (VVFIN geht) (PP (APPR von) (NN September)) (PP (APPR bis) (NN Oktober))) ($. .),1,0,0
1483,Der Altweibersommer ist eine: \newline Wetter-Singularität \newline  \newline Dabei ist der Wetter-Luftdruck hoch.,0,,(S (NP (ART Der) (NN Altweibersommer)) (VAFIN ist) (ART eine)) ($. :) (NP (FM \newline)),1,0,0
1484,Das heißt: \newline Es gibt trockene und warme Luft.,2,"[[5], [7]]",(S (PDS Das) (VVFIN heißt)) ($. :) (NE \newline),1,0,0
1485,Man erkennt den Altweibersommer daran: • Am Tag ist es warm und die Sonne scheint.,3,"[[0, 1, 3, 4], [6, 7, 9, 10], [13, 14]]",(S (PIS Man) (VVFIN erkennt) (NP (ART den) (NN Altweibersommer)) (PROAV daran)) ($. :),1,0,0
1486, • In der Nacht wird es  kälter,1,,(NE  ),0,0,0
1487, • Die Blätter von Bäumen verfärben sich (siehe Herbstanfang),1,,(NE  ),0,0,0
1488,Der Altweibersommer ist das Wetter im September und im Oktober.,2,"[[5, 6], [8, 9]]",(S (NP (ART Der) (NN Altweibersommer)) (VAFIN ist) (NP (ART das) (NN Wetter) (CPP (PP (APPRART im) (NN September)) (KON und) (PP (APPRART im) (NN Oktober))))) ($. .),1,1,0
1489,In dieser Zeit geht der Sommer zu Ende.,1,,(S (PP (APPR In) (PDAT dieser) (NN Zeit)) (VVFIN geht) (NP (ART der) (NN Sommer)) (PP (APPR zu) (NN Ende))) ($. .),1,0,0
1490,In dieser Zeit ist es aber noch sehr warm  \newline und die Sonne scheint oft.,3,"[[0, 1, 2], [3, 4, 5, 6, 7, 8], [13, 14, 15]]",(S (PP (APPR In) (PDAT dieser) (NN Zeit)) (VAFIN ist) (PPER es) (ADV aber) (ADV noch) (AP (ADV sehr) (ADJD warm))) ($.  ),1,0,0
1491,Der Aluminium-hut wird oft ironisch benutzt.,1,,(S (NP (ART Der) (NN Aluminium-hut)) (VAFIN wird) (VP (ADV oft) (ADJD ironisch) (VVPP benutzt))) ($. .),1,0,0
1492,"Das bedeutet: \newline wenn alles nichts mehr hilft, dann hilft ein Aluminium-hut (der Aluminium-hut ist sicher)",3,"[[3, 4, 5, 6, 7], [8, 9, 10, 11], [13, 14, 15]]",(S (PDS Das) (VVFIN bedeutet)) ($. :) (FM \newline),1,0,0
1493,Ein Aluminium-hut ist ein Hut für den Kopf.,2,"[[1, 2, 4], [5, 7]]",(S (NP (ART Ein) (NN Aluminium-hut)) (VAFIN ist) (NP (ART ein) (NN Hut) (PP (APPR für) (ART den) (NN Kopf)))) ($. .),1,1,0
1494,Er ist aus Alu-folie.,1,,(S (PPER Er) (VAFIN ist) (PP (APPR aus) (NN Alu-folie))) ($. .),1,0,0
1649,Ein Amts-eid ist ein Eid.,1,,(S (NP (ART Ein) (NN Amts-eid)) (VAFIN ist) (NP (ART ein) (NN Eid))) ($. .),1,0,0
1650,Für einen Amts-eid gibt es Regeln.,1,,(S (PP (APPR Für) (ART einen) (NN Amts-eid)) (VVFIN gibt) (PPER es) (NN Regeln)) ($. .),1,0,0
1651,Oder es gibt Gesetze dafür.,1,,(S (KON Oder) (PPER es) (VVFIN gibt) (NP (NN Gesetze) (PROAV dafür))) ($. .),1,0,0
1652,"Darin steht, \newline was man beim Amts-eid sagen muss.",2,"[[1], [3, 4, 5, 6, 7, 8]]","(S (PROAV Darin) (VVFIN steht)) ($, ,) (NE \newline) (S (PWS was) (PIS man) (VP (PP (APPRART beim) (NN Amts-eid)) (VP (VVINF sagen))) (VMFIN muss)) ($. .)",1,0,0
1653,Und was man versprechen muss.,1,,(S (KON Und) (PWS was) (PIS man) (VP (VVINF versprechen)) (VMFIN muss)) ($. .),1,0,0
1654,Ein Amts-eid gibt es bei Religionen.,1,,(S (NP (ART Ein) (NN Amts-eid)) (VVFIN gibt) (PPER es) (PP (APPR bei) (NN Religionen))) ($. .),1,0,0
1655,Und in der Politik.,0,,(S (KON Und) (PP (APPR in) (ART der) (NN Politik))) ($. .),0,0,0
1656,Ein Amtseid ist eine Erklärung.,1,,(S (NP (ART Ein) (NN Amtseid)) (VAFIN ist) (NP (ART eine) (NN Erklärung))) ($. .),1,0,0
1657,Man verspricht etwas.,1,,(S (PIS Man) (VVFIN verspricht) (PIS etwas)) ($. .),1,0,0
1658,Ein Versprechen bevor man etwas neues anfängt.,0,,(ART Ein) (NN Versprechen) (S (KOUS bevor) (PIS man) (NP (PIAT etwas) (ADJA neues)) (VVFIN anfängt)) ($. .),1,0,0
1659,Zum Beispiel einen neue Berufs-aufgabe.,0,,(NP (PP (APPRART Zum) (NN Beispiel)) (ART einen) (ADJA neue) (NN Berufs-aufgabe)) ($. .),0,1,0
1660,"Man erklärt beim Amts-eid, \newline dass man alle Aufgaben gut erledigt.",2,"[[0, 1, 2, 3], [5, 6, 7, 8, 9, 10]]","(S (PIS Man) (VVFIN erklärt) (PP (APPRART beim) (NN Amts-eid))) ($, ,) (S (ADV \newline) (KOUS dass) (PIS man) (NP (PIAT alle) (NN Aufgaben)) (ADJD gut) (VVFIN erledigt)) ($. .)",1,0,0
1661,Die Amts-sprache wird benutzt: • um Bürger Fragen zu beantworten,2,"[[1, 2, 3], [5, 6, 7, 8, 9]]",(S (NP (ART Die) (NN Amts-sprache)) (VAFIN wird) (VP (VVPP benutzt))) ($. :) ($LRB •) (VP (KOUI um) (NN Bürger) (NN Fragen) (VZ (PTKZU zu) (VVINF beantworten))),1,0,0
1662,Die Amts-sprache wird benutzt: • in Besprechungen,1,,(S (NP (ART Die) (NN Amts-sprache)) (VAFIN wird) (VVPP benutzt)) ($. :),1,0,0
1663,Die Amts-sprache wird benutzt: • wichtige Regeln auf-zu-schreiben,1,,(S (NP (ART Die) (NN Amts-sprache)) (VAFIN wird) (VVPP benutzt)) ($. :),1,0,0
1664,In manchen Ländern gibt es verschiedene Amts-sprachen.,2,"[[1], [5]]",(S (PP (APPR In) (PIAT manchen) (NN Ländern)) (VVFIN gibt) (PPER es) (NP (ADJA verschiedene) (NN Amts-sprachen))) ($. .),1,0,0
1665,In Deutschland gibt es eine Amts-sprache.,1,,(S (PP (APPR In) (NE Deutschland)) (VVFIN gibt) (PPER es) (NP (ART eine) (NN Amts-sprache))) ($. .),1,0,0
1666,Länder mit mehreren Amts-sprachen benutzten auch noch eine Arbeits-sprache.,2,"[[1, 2, 3], [4, 5, 6, 7, 8]]",(S (NP (NN Länder) (PP (APPR mit) (PIAT mehreren) (NN Amts-sprachen))) (VVFIN benutzten) (ADV auch) (ADV noch) (NP (ART eine) (NN Arbeits-sprache))) ($. .),1,1,0
1667,Amts-sprachen und Arbeits-sprachen gibt es zum Beispiel bei den Vereinte Nationen.,2,"[[0], [2]]",(S (CNP (NN Amts-sprachen) (KON und) (NN Arbeits-sprachen)) (VVFIN gibt) (PPER es) (PP (APPRART zum) (NN Beispiel)) (APPR bei) (ART den) (PN (NP (ADJA Vereinte) (NN Nationen)))) ($. .),1,0,0
1668,Eine Amtssprache ist eine Sprache.,1,,(S (NP (ART Eine) (NN Amtssprache)) (VAFIN ist) (NP (ART eine) (NN Sprache))) ($. .),1,0,0
1669,Diese Sprache wird in einem Land gesprochen.,1,,(S (NP (PDAT Diese) (NN Sprache)) (VAFIN wird) (VP (PP (APPR in) (ART einem) (NN Land)) (VVPP gesprochen))) ($. .),1,0,0
1670,Die Sprache wird bei Behörden benutzt.,1,,(S (NP (ART Die) (NN Sprache)) (VAFIN wird) (VP (PP (APPR bei) (NN Behörden)) (VVPP benutzt))) ($. .),1,0,0
1671,Und sie wird von Politiker gesprochen.,1,,(S (KON Und) (PPER sie) (VAFIN wird) (VP (PP (APPR von) (NN Politiker)) (VVPP gesprochen))) ($. .),1,0,0
1672,Eine Amts-sprache ist oft schwierig zu verstehen.,1,,(S (NP (ART Eine) (NN Amts-sprache)) (VAFIN ist) (VP (ADV oft) (ADJD schwierig) (VZ (PTKZU zu) (VVINF verstehen)))) ($. .),1,0,0
1673,"Wenn eine Amts-zeit fertig ist, \newline muss jemand neues das Amt machen.",2,"[[0, 2, 3, 4], [6, 7, 8, 10, 11]]","(S (KOUS Wenn) (NP (ART eine) (NN Amts-zeit)) (ADJD fertig) (VAFIN ist)) ($, ,) (S (ADV \newline) (VMFIN muss) (PIS jemand) (VP (ADJA neues) (NP (ART das) (NN Amt)) (VVINF machen))) ($. .)",1,0,0
1674,Eine Amts-zeit ist eine Zeit.,1,,(S (NP (ART Eine) (NN Amts-zeit)) (VAFIN ist) (NP (ART eine) (NN Zeit))) ($. .),1,0,0
1675,Die Zeit in der jemand ein Amt hat.,1,,(ART Die) (NN Zeit) (PP (APPR in) (PRELS der)) (PIS jemand) (NP (ART ein) (NN Amt)) (VAFIN hat) ($. .),0,0,0
1676,Zum Beispiel die Amts-zeit für den Bundes-kanzler.,0,,(NP (PP (APPRART Zum) (NN Beispiel)) (ART die) (NN Amts-zeit) (PP (APPR für) (ART den) (NN Bundes-kanzler))) ($. .),0,1,0
1677,Diese Amts-zeit dauert 4 Jahre.,1,,(S (NP (PDAT Diese) (NN Amts-zeit)) (VVFIN dauert) (NP (CARD 4) (NN Jahre))) ($. .),1,0,0
1678,"Manche sagen, der Flug des Flugzeuges hätte verboten werden sollen.",2,"[[6, 7, 8, 9], [5]]","(S (PIS Manche) (VVFIN sagen)) ($, ,) (S (NP (ART der) (NN Flug) (NP (ART des) (NN Flugzeuges))) (VAFIN hätte) (VP (VP (VVPP verboten) (VAINF werden)) (VMINF sollen))) ($. .)",1,1,0
1679,Das Flugzeug hätte nicht fliegen dürfen.,1,,(S (NP (ART Das) (NN Flugzeug)) (VAFIN hätte) (VP (PTKNEG nicht) (VVINF fliegen) (VMINF dürfen))) ($. .),1,0,0
1680,"Manche sagen, das Flugzeug hat technische Fehler.",1,,"(S (PIS Manche) (VVFIN sagen)) ($, ,) (S (NP (ART das) (NN Flugzeug)) (VAFIN hat) (NP (ADJA technische) (NN Fehler))) ($. .)",1,0,0
1681,"Und manche sagen, das Flugzeug ist zu schwer beladen worden.",1,,"(S (KON Und) (PIS manche) (VVFIN sagen)) ($, ,) (S (NP (ART das) (NN Flugzeug)) (VAFIN ist) (VP (VP (AP (PTKA zu) (ADJD schwer)) (VVPP beladen)) (VAPP worden))) ($. .)",1,0,0
1682,Das Flugzeug ist ein Antonow An-12-Flugzeug.,1,,(S (NP (ART Das) (NN Flugzeug)) (VAFIN ist) (NP (ART ein) (NE Antonow) (NN An-12-Flugzeug))) ($. .),1,1,0
1683,Das ist ein Transport-flugzeug.,1,,(S (PDS Das) (VAFIN ist) (NP (ART ein) (NN Transport-flugzeug))) ($. .),1,0,0
1684,Der AN-12 Unfall in Juba ist am 4. November 2015 gewesen.,3,"[[1], [3, 4], [6, 7, 8, 9]]",(S (NP (ART Der) (NE AN-12) (NN Unfall) (PP (APPR in) (NE Juba))) (VAFIN ist) (VP (PP (APPRART am) (ADJA 4.) (NN November) (CARD 2015)) (VAPP gewesen))) ($. .),1,1,1
1685,Das Flugzeug (mit dem Namen Antonow An-12) ist abgestürzt.,2,"[[7, 8], [2, 4, 5, 6]]",(ART Das) (NN Flugzeug) ($LRB -LRB-) (NP (PP (APPR mit) (ART dem) (NN Namen) (PN (NE Antonow) (NE An-12)))) ($LRB -RRB-) (S (VAFIN ist) (VVPP abgestürzt)) ($. .),1,1,1
1686,Der Absturz ist kurz nach dem Abflug passiert.,1,,(S (NP (ART Der) (NN Absturz)) (VAFIN ist) (VP (PP (ADJD kurz) (APPR nach) (ART dem) (NN Abflug)) (VVPP passiert))) ($. .),1,0,1
1687,Das Flugzeug ist gestartet und kurz danach ist es abgestürzt.,3,"[[2, 3], [5, 6], [7, 8, 9]]",(CS (S (NP (ART Das) (NN Flugzeug)) (VAFIN ist) (VVPP gestartet)) (KON und) (S (AVP (ADJD kurz) (PROAV danach)) (VAFIN ist) (PPER es) (VP (VVPP abgestürzt)))) ($. .),1,0,0
1688,Das heißt: das Flugzeug ist auf den Boden ge-stürzt.,1,,(S (PDS Das) (VVFIN heißt)) ($. :) (S (NP (ART das) (NN Flugzeug)) (VAFIN ist) (VP (PP (APPR auf) (ART den) (NN Boden)) (VVPP ge-stürzt))) ($. .),1,0,0
1689,Der Unfall ist in der Nähe vom Fluss Weißer Nil passiert.,2,"[[1, 2, 3, 5, 6, 10], [8, 9]]",(S (NP (ART Der) (NN Unfall)) (VAFIN ist) (VP (PP (APPR in) (ART der) (NN Nähe) (PP (APPRART vom) (NN Fluss) (PN (NP (ADJA Weißer) (NN Nil))))) (VVPP passiert))) ($. .),1,0,2
