sentence,tree,is_sent,big_np_count,big_pp_count
Der Feiertag liegt zwischen dem 31. Oktober und dem 6. November.,(S (NP (ART Der) (NN Feiertag)) (VVFIN liegt) (PP (APPR zwischen) (CNP (NP (ART dem) (ADJA 31.) (NN Oktober)) (KON und) (NP (ART dem) (ADJA 6.) (NN November))))) ($. .),1,2,1
Der Feiertag liegt zwischen dem 31. Oktober und dem 6. November.,(S (NP (ART Der) (NN Feiertag)) (VVFIN liegt) (PP (APPR zwischen) (CNP (NP (ART dem) (ADJA 31.) (NN Oktober)) (KON und) (NP (ART dem) (ADJA 6.) (NN November))))) ($. .),1,2,1
Aber am nächsten Tag ist alles wieder gut.,(S (KON Aber) (PP (APPRART am) (ADJA nächsten) (NN Tag)) (VAFIN ist) (PIS alles) (ADV wieder) (ADJD gut)) ($. .),1,0,0
Aber am nächsten Tag ist alles wieder gut.,(S (KON Aber) (PP (APPRART am) (ADJA nächsten) (NN Tag)) (VAFIN ist) (PIS alles) (ADV wieder) (ADJD gut)) ($. .),1,0,0
Aber am nächsten Tag waren sie sich wieder einig.,(S (KON Aber) (PP (APPRART am) (ADJA nächsten) (NN Tag)) (VAFIN waren) (PPER sie) (PRF sich) (ADV wieder) (AP (ADJD einig))) ($. .),1,0,0
• Nicht alles was glänzt ist Gold.,(XY •) (S (NP (PTKNEG Nicht) (PIS alles) (S (PRELS was) (VVFIN glänzt))) (VAFIN ist) (NN Gold)) ($. .),1,1,0
Allgemeinbildung ist Bildung (Wissen).,(S (NN Allgemeinbildung) (VAFIN ist) (NN Bildung)) ($LRB -LRB-) (NP (NN Wissen)) ($LRB -RRB-) ($. .),1,0,0
Lebenswichtiges Wissen nennt man auch Allgemeinbildung.,(S (NP (ADJA Lebenswichtiges) (NN Wissen)) (VVFIN nennt) (PIS man) (ADV auch) (NN Allgemeinbildung)) ($. .),1,0,0
"Wenn Sie den Vertrag unterzeichnen, müssen Sie die Bedingungen akzeptieren.","(S (KOUS Wenn) (PPER Sie) (NP (ART den) (NN Vertrag)) (VVFIN unterzeichnen)) ($, ,) (S (VMFIN müssen) (PPER Sie) (VP (NP (ART die) (NN Bedingungen)) (VVINF akzeptieren))) ($. .)",1,0,0
Die Vertragsbedingungen sind oft in sehr kleinen Buchstaben geschrieben.,(S (NP (ART Die) (NN Vertragsbedingungen)) (VAFIN sind) (VP (ADV oft) (PP (APPR in) (AP (ADV sehr) (ADJA kleinen)) (NN Buchstaben)) (VVPP geschrieben))) ($. .),1,0,1
Das Gleichstellungsgesetz ist seit dem 14. August 2006 in Kraft.,(S (NP (ART Das) (NN Gleichstellungsgesetz)) (VAFIN ist) (PP (APPR seit) (ART dem) (ADJA 14.) (NN August) (CARD 2006)) (PP (APPR in) (NN Kraft))) ($. .),1,0,1
Der Bundestag hat das Gleichbehandlungsgesetz beschlossen.,(S (NP (ART Der) (NN Bundestag)) (VAFIN hat) (VP (NP (ART das) (NN Gleichbehandlungsgesetz)) (VVPP beschlossen))) ($. .),1,0,0
Sie werden mit einem Band hinter den Ohren befestigt.,(S (PPER Sie) (VAFIN werden) (VP (PP (APPR mit) (ART einem) (NN Band) (PP (APPR hinter) (ART den) (NN Ohren))) (VVPP befestigt))) ($. .),1,0,1
Die Tagesmaske ist eine Maske für das Gesicht.,(S (NP (ART Die) (NN Tagesmaske)) (VAFIN ist) (NP (ART eine) (NN Maske) (PP (APPR für) (ART das) (NN Gesicht)))) ($. .),1,1,0
Kolumbus entdeckte 1492 die Neue Welt.,(S (NE Kolumbus) (VVFIN entdeckte) (CARD 1492) (NP (ART die) (ADJA Neue) (NN Welt))) ($. .),1,1,0
"Jetzt wissen die Leute, dass es 4 Kontinente gibt.","(S (ADV Jetzt) (VVFIN wissen) (NP (ART die) (NN Leute))) ($, ,) (S (KOUS dass) (PPER es) (NP (CARD 4) (NN Kontinente)) (VVFIN gibt)) ($. .)",1,0,0
"Und fangen Sie an, miteinander zu handeln.","(S (KON Und) (VVFIN fangen) (PPER Sie) (PTKVZ an)) ($, ,) (VP (ADV miteinander) (VZ (PTKZU zu) (VVINF handeln))) ($. .)",1,0,0
"Damit sind Europa, Afrika und Asien gemeint.","(S (PROAV Damit) (VAFIN sind) (CNP (NE Europa))) ($, ,) (NE Afrika) (KON und) (NE Asien) (VP (VVPP gemeint)) ($. .)",1,0,0
Die Menschen der Vergangenheit kannten nur diese Teile der Welt.,(S (NP (ART Die) (NN Menschen) (NP (ART der) (NN Vergangenheit))) (VVFIN kannten) (NP (ADV nur) (PDAT diese) (NN Teile) (NP (ART der) (NN Welt)))) ($. .),1,2,0
"Sie wissen, dass dort überall Menschen leben.","(S (PPER Sie) (VVFIN wissen)) ($, ,) (S (KOUS dass) (ADV dort) (ADV überall) (NN Menschen) (VVFIN leben)) ($. .)",1,0,0
Durch Altenburg fließt die Pleiße.,(S (PP (APPR Durch) (NE Altenburg)) (VVFIN fließt) (NP (ART die) (NN Pleiße))) ($. .),1,0,0
Es handelt sich um zwei Kirchtürme aus rotem Backstein.,(S (PPER Es) (VVFIN handelt) (PRF sich) (PP (APPR um) (CARD zwei) (NN Kirchtürme) (PP (APPR aus) (ADJA rotem) (NN Backstein)))) ($. .),1,0,1
Altenburg hat 3 große Kirchen und einen großen Markt.,(S (NE Altenburg) (VAFIN hat) (CNP (NP (CARD 3) (ADJA große) (NN Kirchen)) (KON und) (NP (ART einen) (ADJA großen) (NN Markt)))) ($. .),1,2,0
Der Skatbrunnen ist das einzige Kartenspieldenkmal der Welt.,(S (NP (ART Der) (NN Skatbrunnen)) (VAFIN ist) (NP (ART das) (ADJA einzige) (NN Kartenspieldenkmal) (NP (ART der) (NN Welt)))) ($. .),1,1,0
Altenburg ist eine Stadt in Deutschland.,(S (NE Altenburg) (VAFIN ist) (NP (ART eine) (NN Stadt) (PP (APPR in) (NE Deutschland)))) ($. .),1,1,0
Altenburg ist eine Stadt im Bundesland Thüringen.,(S (NE Altenburg) (VAFIN ist) (NP (ART eine) (NN Stadt) (PP (APPRART im) (NN Bundesland) (NE Thüringen)))) ($. .),1,1,0
Die AfD ist eine Partei in Deutschland.,(S (NP (ART Die) (NE AfD)) (VAFIN ist) (NP (ART eine) (NN Partei) (PP (APPR in) (NE Deutschland)))) ($. .),1,1,0
Frauke Petry und Jörg Meuthen sind die Vorsitzenden der Partei.,(S (CNP (PN (NE Frauke) (NE Petry)) (KON und) (PN (NE Jörg) (NE Meuthen))) (VAFIN sind) (NP (ART die) (NN Vorsitzenden) (NP (ART der) (NN Partei)))) ($. .),1,1,0
Dann ging es um Geld und den Euro.,(S (ADV Dann) (VVFIN ging) (PPER es) (PP (APPR um) (CNP (NN Geld) (KON und) (NP (ART den) (NN Euro))))) ($. .),1,0,1
Denn die AfD hat viele rechtsextreme Politiker.,(S (KON Denn) (NP (ART die) (NE AfD)) (VAFIN hat) (NP (PIAT viele) (ADJA rechtsextreme) (NN Politiker))) ($. .),1,1,0
Die AfD ist eine starke Partei.,(S (NP (ART Die) (NE AfD)) (VAFIN ist) (NP (ART eine) (ADJA starke) (NN Partei))) ($. .),1,1,0
Viele AfD-Wähler sind Protestwähler.,(S (NP (PIAT Viele) (NN AfD-Wähler)) (VAFIN sind) (NN Protestwähler)) ($. .),1,0,0
Viele Politiker anderer Parteien sind gegen die AfD. \newline Weil die Partei falsche Versprechungen macht.,(NP (PIAT Viele) (NN Politiker) (NP (ADJA anderer) (NN Parteien))) (VAFIN sind) (PP (APPR gegen) (ART die) (NE AfD.)) (FM \newline),0,1,0
"Die AfD sagt, sie sei eine Partei der Mitte.","(S (NP (ART Die) (NE AfD)) (VVFIN sagt)) ($, ,) (S (PPER sie) (VAFIN sei) (NP (ART eine) (NN Partei) (NP (ART der) (NN Mitte)))) ($. .)",1,1,0
Und sie haben einige Verbesserungsvorschläge.,(S (KON Und) (PPER sie) (VAFIN haben) (NP (PIAT einige) (NN Verbesserungsvorschläge))) ($. .),1,0,0
"Hans schlägt vor, ins Kino zu gehen.","(S (NE Hans) (VVFIN schlägt) (PTKVZ vor)) ($, ,) (VP (PP (APPRART ins) (NN Kino)) (VZ (PTKZU zu) (VVINF gehen))) ($. .)",1,0,0
"Die Alternative ist \newline, wenn Sie zwei Optionen haben.","(S (NP (ART Die) (NN Alternative)) (VAFIN ist) (FM \newline)) ($, ,) (S (KOUS wenn) (PPER Sie) (NP (CARD zwei) (NN Optionen)) (VAFIN haben)) ($. .)",1,0,0
Weil sie viel Wasser aus dem Nil hatten.,(S (KOUS Weil) (PPER sie) (NP (PIAT viel) (NN Wasser) (PP (APPR aus) (ART dem) (NE Nil))) (VAFIN hatten)) ($. .),1,1,0
Dank des Wassers war die Ernte immer gut.,(S (PP (APPR Dank) (ART des) (NN Wassers)) (VAFIN war) (NP (ART die) (NN Ernte)) (ADV immer) (ADJD gut)) ($. .),1,0,0
"Beispiel Deutscher Bundestag: \newline Der Ältestenrat sagt, was auf der Tagesordnung des Bundestages steht.",(NP (NN Beispiel) (PN (NP (ADJA Deutscher) (NN Bundestag)))) ($. :),0,1,0
Und er unterstützt den Bundestagsvorsitzenden bei seiner Arbeit.,(S (KON Und) (PPER er) (VVFIN unterstützt) (NP (ART den) (NN Bundestagsvorsitzenden)) (PP (APPR bei) (PPOSAT seiner) (NN Arbeit))) ($. .),1,0,0
"Der Ältestenrat stellt sicher, dass alle Arbeiten erledigt werden.","(S (NP (ART Der) (NN Ältestenrat)) (VVFIN stellt) (PTKVZ sicher)) ($, ,) (S (KOUS dass) (NP (PIAT alle) (NN Arbeiten)) (VVPP erledigt) (VAFIN werden)) ($. .)",1,0,0
Der Ältestenrat hilft auch in Konfliktsituationen.,(S (NP (ART Der) (NN Ältestenrat)) (VVFIN hilft) (PP (ADV auch) (APPR in) (NN Konfliktsituationen))) ($. .),1,0,0
Die Gruppe ist für Fragen im Zusammenhang mit der Geschäftsordnung zuständig.,(S (NP (ART Die) (NN Gruppe)) (VAFIN ist) (AP (PP (APPR für) (NN Fragen) (PP (APPRART im) (NN Zusammenhang) (PP (APPR mit) (ART der) (NN Geschäftsordnung)))) (ADJD zuständig))) ($. .),1,0,2
Um die Altstadt herum entstand eine neue Stadt.,(S (PP (APPR Um) (ART die) (NN Altstadt) (APZR herum)) (VVFIN entstand) (NP (ART eine) (ADJA neue) (NN Stadt))) ($. .),1,1,1
"Zum Beispiel, wenn sie nach dem Krieg zerstört werden.","(PP (APPRART Zum) (NN Beispiel)) ($, ,) (S (KOUS wenn) (PPER sie) (VP (PP (APPR nach) (ART dem) (NN Krieg)) (VVPP zerstört)) (VAFIN werden)) ($. .)",1,0,0
Motorisierte Fahrzeuge sind in der Altstadt oft verboten.,(S (NP (ADJA Motorisierte) (NN Fahrzeuge)) (VAFIN sind) (VP (PP (APPR in) (ART der) (NN Altstadt)) (ADV oft) (VVPP verboten))) ($. .),1,0,0
"So können Sie sehen, wie die Stadt früher aussah.","(S (ADV So) (VMFIN können) (PPER Sie) (VP (VVINF sehen))) ($, ,) (S (PWAV wie) (NP (ART die) (NN Stadt)) (ADJD früher) (VVFIN aussah)) ($. .)",1,0,0
"Zum Beispiel, wenn man als Tourist in die Stadt kommt.","(PP (APPRART Zum) (NN Beispiel)) ($, ,) (S (KOUS wenn) (PIS man) (PP (APPR als) (NN Tourist)) (PP (APPR in) (ART die) (NN Stadt)) (VVFIN kommt)) ($. .)",1,0,0
Der Altweibersommer dauert von September bis Oktober.,(S (NP (ART Der) (NN Altweibersommer)) (VVFIN dauert) (PP (APPR von) (NN September)) (PP (APPR bis) (NN Oktober))) ($. .),1,0,0
Das bedeutet: \newline Die Luft ist trocken und warm.,(S (PDS Das) (VVFIN bedeutet)) ($. :) (FM \newline),1,0,0
Daran erkennen Sie den Sommer in Indien: • Tagsüber ist es warm und sonnig.,(S (PROAV Daran) (VVFIN erkennen) (PPER Sie) (NP (ART den) (NN Sommer) (PP (APPR in) (NE Indien)))) ($. :),1,1,0
Altweibersommer ist das Wetter im September und Oktober.,(S (NN Altweibersommer) (VAFIN ist) (NP (ART das) (NN Wetter) (PP (APPRART im) (CNP (NN September) (KON und) (NN Oktober))))) ($. .),1,1,1
In dieser Zeit ist es immer noch sehr warm \newline und die Sonne scheint oft.,(S (PP (APPR In) (PDAT dieser) (NN Zeit)) (VAFIN ist) (PPER es) (AVP (ADV immer) (ADV noch)) (AP (ADV sehr) (ADJD warm))),1,0,0
"Das bedeutet: \newline Wenn alles andere fehlschlägt, hilft Aluminiumhut (Aluminiumhut ist sicher)",(S (PDS Das) (VVFIN bedeutet)) ($. :) (FM \newline),1,0,0
Ein Aluminiumhut ist ein Hut zum Tragen.,(S (NP (ART Ein) (NN Aluminiumhut)) (VAFIN ist) (NP (ART ein) (NN Hut) (PP (APPRART zum) (NN Tragen)))) ($. .),1,1,0
"Darin steht \newline, was Sie sagen müssen, wenn Sie den Amtseid leisten.","(PROAV Darin) (VVFIN steht) (NE \newline) ($, ,) (S (PWS was) (PPER Sie) (VP (VVINF sagen)) (VMFIN müssen)) ($, ,) (S (KOUS wenn) (PPER Sie) (NP (ART den) (NN Amtseid)) (VVFIN leisten)) ($. .)",1,0,0
"Mit dem Amtseid \newline erklären Sie, dass Sie alle Pflichten gut erfüllen werden.",(PP (APPR Mit) (ART dem) (NN Amtseid)),0,0,0
Die Amtssprache wird verwendet: • um Fragen der Bürger zu beantworten,(S (NP (ART Die) (NN Amtssprache)) (VAFIN wird) (VP (VVPP verwendet))) ($. :) ($LRB •) (VP (KOUI um) (NP (NN Fragen) (NP (ART der) (NN Bürger))) (VZ (PTKZU zu) (VVINF beantworten))),1,1,0
Einige Länder haben unterschiedliche Amtssprachen.,(S (NP (PIAT Einige) (NN Länder)) (VAFIN haben) (NP (ADJA unterschiedliche) (NN Amtssprachen))) ($. .),1,0,0
Länder mit mehreren Amtssprachen verwenden auch die Arbeitssprache.,(S (NP (NN Länder) (PP (APPR mit) (PIAT mehreren) (NN Amtssprachen))) (VVFIN verwenden) (NP (ADV auch) (ART die) (NN Arbeitssprache))) ($. .),1,2,0
Beispielsweise gibt es bei den Vereinten Nationen Amtssprachen und Arbeitssprachen.,(S (ADV Beispielsweise) (VVFIN gibt) (PPER es) (PP (APPR bei) (ART den) (PN (NP (ADJA Vereinten) (NN Nationen)))) (CNP (NN Amtssprachen) (KON und) (NN Arbeitssprachen))) ($. .),1,0,1
"Wenn die Laufzeit abgelaufen ist, \newline muss jemand Neues übernehmen.","(S (KOUS Wenn) (NP (ART die) (NN Laufzeit)) (VVPP abgelaufen) (VAFIN ist)) ($, ,) (S (ADV \newline) (VMFIN muss) (PIS jemand) (VP (NN Neues) (VVINF übernehmen))) ($. .)",1,0,0
"Einige sagen, dass das Fliegen des Flugzeugs hätte verboten werden sollen.","(S (PIS Einige) (VVFIN sagen)) ($, ,) (S (KOUS dass) (NP (ART das) (NN Fliegen) (NP (ART des) (NN Flugzeugs))) (VAFIN hätte) (VP (VP (VVPP verboten) (VAINF werden)) (VMINF sollen))) ($. .)",1,1,0
Der AN-12-Unfall in Juba ereignete sich am 4. November 2015.,(NP (ART Der) (NN AN-12-Unfall) (PP (APPR in) (NE Juba))) (VVFIN ereignete) (PRF sich) (APPRART am) (ADJA 4.) (NN November) ($. 2015.),0,1,0
Das Flugzeug (mit dem Namen Antonov An-12) stürzte ab.,(ART Das) (NN Flugzeug) ($LRB -LRB-) (NP (PP (APPR mit) (ART dem) (NN Namen) (PN (NE Antonov) (NE An-12)))) ($LRB -RRB-) (S (VVFIN stürzte) (PTKVZ ab)) ($. .),1,1,1
Das Flugzeug startete und stürzte kurz darauf ab.,(CS (S (NP (ART Das) (NN Flugzeug)) (VVFIN startete)) (KON und) (S (VVFIN stürzte) (AVP (ADJD kurz) (PROAV darauf)) (PTKVZ ab))) ($. .),1,0,0
Der Unfall ereignete sich in der Nähe des Weißen Nils.,(S (NP (ART Der) (NN Unfall)) (VVFIN ereignete) (PRF sich) (PP (APPR in) (ART der) (NN Nähe) (NP (ART des) (ADJA Weißen) (NE Nils)))) ($. .),1,1,1
"Niemand weiß genau, warum das Flugzeug abstürzte.","(S (PIS Niemand) (VVFIN weiß) (ADJD genau)) ($, ,) (S (PWAV warum) (NP (ART das) (NN Flugzeug)) (VVFIN abstürzte)) ($. .)",1,0,0
Dort lebt es in Gewässern oder Sümpfen.,(S (ADV Dort) (VVFIN lebt) (PPER es) (PP (APPR in) (CNP (NN Gewässern) (KON oder) (NN Sümpfen)))) ($. .),1,0,1
Eine kleine Anakonda frisst kleine Tiere oder Vögel.,(S (NP (ART Eine) (ADJA kleine) (NN Anakonda)) (VVFIN frisst) (NP (ADJA kleine) (CNP (NN Tiere) (KON oder) (NN Vögel)))) ($. .),1,2,0
Eine große Anakonda frisst Kaimane oder Großkatzen.,(S (NP (ART Eine) (ADJA große) (NN Anakonda)) (VVFIN frisst) (CNP (NN Kaimane) (KON oder) (NN Großkatzen))) ($. .),1,1,0
Kaimane sind kleine Krokodile.,(S (NN Kaimane) (VAFIN sind) (NP (ADJA kleine) (NN Krokodile))) ($. .),1,0,0
Nachts geht er auf die Jagd.,(S (ADV Nachts) (VVFIN geht) (PPER er) (PP (APPR auf) (ART die) (NN Jagd))) ($. .),1,0,0
Er liegt im Wasser und wartet auf sein Futter.,(CS (S (PPER Er) (VVFIN liegt) (PP (APPRART im) (NN Wasser))) (KON und) (S (VVFIN wartet) (PP (APPR auf) (PPOSAT sein) (NN Futter)))) ($. .),1,0,0
Ihre Nahrung wird dann Beute oder Opfer genannt.,(S (NP (PPOSAT Ihre) (NN Nahrung)) (VAFIN wird) (VP (ADV dann) (CNP (NN Beute) (KON oder) (NN Opfer)) (VVPP genannt))) ($. .),1,0,0
Die Anakonda umarmt ihr Opfer fest.,(S (NP (ART Die) (NE Anakonda)) (VVFIN umarmt) (NP (PPOSAT ihr) (NN Opfer)) (PTKVZ fest)) ($. .),1,0,0
Die Anakonda verschlingt das Opfer im Ganzen.,(S (NP (ART Die) (NE Anakonda)) (VVFIN verschlingt) (NP (ART das) (NN Opfer)) (PP (APPRART im) (NN Ganzen))) ($. .),1,0,0
Die Anakonda spürt jede Bewegung auf ihrer Haut.,(S (NP (ART Die) (NE Anakonda)) (VVFIN spürt) (NP (PIAT jede) (NN Bewegung)) (PP (APPR auf) (PPOSAT ihrer) (NN Haut))) ($. .),1,0,0
Dies kann weder geschrieben noch gelesen werden.,(S (PDS Dies) (VMFIN kann) (VP (CVP (KON weder) (VVPP geschrieben) (KON noch) (VVPP gelesen)) (VAINF werden))) ($. .),1,0,0
"Eine Person, die nicht richtig lesen und schreiben kann.","(ART Eine) (NN Person) ($, ,) (NP (S (PRELS die) (PTKNEG nicht) (CVP (VP (ADJD richtig) (VVINF lesen)) (KON und) (VP (VVINF schreiben))) (VMFIN kann))) ($. .)",1,1,0
Das erste Gespräch zwischen Therapeut und Patient nennt man Anamnese.,(S (NP (ART Das) (ADJA erste) (NN Gespräch) (PP (APPR zwischen) (CNP (NN Therapeut) (KON und) (NN Patient)))) (VVFIN nennt) (PIS man) (NN Anamnese)) ($. .),1,1,1
Dann kann der Therapeut dem Patienten besser helfen.,(S (ADV Dann) (VMFIN kann) (NP (ART der) (NN Therapeut)) (VP (NP (ART dem) (NN Patienten)) (ADJD besser) (VVINF helfen))) ($. .),1,0,0
Es gibt keine Könige oder Präsidenten.,(S (PPER Es) (VVFIN gibt) (NP (PIAT keine) (CNP (NN Könige) (KON oder) (NN Präsidenten)))) ($. .),1,1,0
"Aber nur \newline, wenn es jeder in der Gruppe möchte.","(KON Aber) (ADV nur) (FM \newline) ($, ,) (S (KOUS wenn) (PPER es) (NP (PIS jeder) (PP (APPR in) (ART der) (NN Gruppe))) (VMFIN möchte)) ($. .)",1,1,0
Im Anarchismus gründen Menschen kleine Gemeinschaften.,(S (PP (APPRART Im) (NN Anarchismus)) (VVFIN gründen) (NN Menschen) (NP (ADJA kleine) (NN Gemeinschaften))) ($. .),1,0,0
Und sie bilden kleine Gruppen.,(S (KON Und) (PPER sie) (VVFIN bilden) (NP (ADJA kleine) (NN Gruppen))) ($. .),1,0,0
"Sie beraten Sie, was zu tun ist.","(S (PPER Sie) (VVFIN beraten) (PPER Sie)) ($, ,) (S (PWS was) (VZ (PTKZU zu) (VVINF tun)) (VAFIN ist)) ($. .)",1,0,0
Jeder soll der Gruppe freiwillig beitreten können.,(S (PIS Jeder) (VMFIN soll) (VP (VP (NP (ART der) (NN Gruppe)) (ADJD freiwillig) (VVINF beitreten)) (VMINF können))) ($. .),1,0,0
Die Menschen in der Gemeinschaft kümmern sich umeinander.,(S (NP (ART Die) (NN Menschen) (PP (APPR in) (ART der) (NN Gemeinschaft))) (VVFIN kümmern) (PRF sich) (ADV umeinander)) ($. .),1,1,0
"Menschen, die im Anarchismus leben, möchten einige ihrer eigenen Sachen verschenken.","(NN Menschen) ($, ,) (NP (S (PRELS die) (PP (APPRART im) (NN Anarchismus)) (VVFIN leben))) ($, ,) (S (VMFIN möchten) (VP (NP (PIS einige) (NP (PPOSAT ihrer) (ADJA eigenen) (NN Sachen))) (VVINF verschenken))) ($. .)",1,3,0
Sie teilen ihre Sachen mit anderen Menschen.,(S (PPER Sie) (VVFIN teilen) (NP (PPOSAT ihre) (NN Sachen)) (PP (APPR mit) (ADJA anderen) (NN Menschen))) ($. .),1,0,0
"Jemand, der an den Anarchismus glaubt, ist ein Anarchist.","(PIS Jemand) ($, ,) (NP (S (PRELS der) (PP (APPR an) (ART den) (NN Anarchismus)) (VVFIN glaubt))) ($, ,) (S (VAFIN ist) (NP (ART ein) (NN Anarchist))) ($. .)",1,1,0
"Eine Frau, die an den Anarchismus glaubt, ist eine Anarchistin.","(ART Eine) (NN Frau) ($, ,) (NP (S (PRELS die) (PP (APPR an) (ART den) (NN Anarchismus)) (VVFIN glaubt))) ($, ,) (S (VAFIN ist) (NP (ART eine) (NN Anarchistin))) ($. .)",1,1,0
"Ein Mann, der an den Anarchismus glaubt, ist ein Anarchist.","(ART Ein) (NN Mann) ($, ,) (NP (S (PRELS der) (PP (APPR an) (ART den) (NN Anarchismus)) (VVFIN glaubt))) ($, ,) (S (VAFIN ist) (NP (ART ein) (NN Anarchist))) ($. .)",1,1,0
Anarchismus existierte in mehreren Ländern.,(S (NN Anarchismus) (VVFIN existierte) (PP (APPR in) (PIAT mehreren) (NN Ländern))) ($. .),1,0,0
Viele Menschen beteiligten sich damals am Anarchismus.,(S (NP (PIAT Viele) (NN Menschen)) (VVFIN beteiligten) (PRF sich) (ADV damals) (PP (APPRART am) (NN Anarchismus))) ($. .),1,0,0
Es war in den Jahren 1936-1939.,(S (PPER Es) (VAFIN war) (PP (APPR in) (ART den) (NN Jahren) (CNP (CARD 1936)))) ($LRB -) ($. 1939.),1,0,1
Anarchismus ist eine politische Idee.,(S (NN Anarchismus) (VAFIN ist) (NP (ART eine) (ADJA politische) (NN Idee))) ($. .),1,1,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Freiheit,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Selbstbestimmung,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Gleichheit,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Selbstverwirklichung,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind diese Dinge für die Menschen besonders wichtig: • Dinge selbst zu tun und zu verwalten,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (PDAT diese) (NN Dinge)) (PP (APPR für) (ART die) (NN Menschen)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Gewaltlosigkeit,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Im Anarchismus sind den Menschen diese Dinge besonders wichtig: • Einzelne Menschen sollten keine Macht haben,(S (PP (APPRART Im) (NN Anarchismus)) (VAFIN sind) (NP (ART den) (NN Menschen)) (NP (PDAT diese) (NN Dinge)) (AP (ADV besonders) (ADJD wichtig))) ($. :),1,0,0
Der Anarchismus hat viele Gruppen und Gemeinschaften.,(S (NP (ART Der) (NN Anarchismus)) (VAFIN hat) (NP (PIAT viele) (CNP (NN Gruppen) (KON und) (NN Gemeinschaften)))) ($. .),1,1,0
Im Anarchismus gibt es keine großen Bosse.,(S (PP (APPRART Im) (NN Anarchismus)) (VVFIN gibt) (PPER es) (NP (PIAT keine) (ADJA großen) (NN Bosse))) ($. .),1,1,0
"Das bedeutet, dass es keine Chefs gibt, die über irgendetwas entscheiden.","(S (PDS Das) (VVFIN bedeutet)) ($, ,) (S (KOUS dass) (PPER es) (PIAT keine) (NN Chefs) (VVFIN gibt)) ($, ,) (NP (S (PRELS die) (PP (APPR über) (PIS irgendetwas)) (VVFIN entscheiden))) ($. .)",1,1,0
Angela Merkel wurde am 17. Juli 1954 in Hamburg geboren.,(S (PN (NE Angela) (NE Merkel)) (VAFIN wurde) (VP (PP (APPRART am) (ADJA 17.) (NN Juli) (CARD 1954)) (PP (APPR in) (NE Hamburg)) (VVPP geboren))) ($. .),1,0,1
1990 wurde Angela Merkel Mitglied des Deutschen Bundestages.,(S (CARD 1990) (VAFIN wurde) (PN (NE Angela) (NE Merkel)) (NP (NN Mitglied) (NP (ART des) (PN (NP (ADJA Deutschen) (NN Bundestages)))))) ($. .),1,2,0
Und gleichzeitig wurde er Mitglied der CDU.,(S (KON Und) (ADJD gleichzeitig) (VAFIN wurde) (PPER er) (NP (NN Mitglied) (NP (ART der) (NE CDU)))) ($. .),1,1,0
Sie können Fische mit einer Angelrute fangen.,(S (PPER Sie) (VMFIN können) (VP (NN Fische) (PP (APPR mit) (ART einer) (NN Angelrute)) (VVINF fangen))) ($. .),1,0,0
Eine Rute ist eine Angelschnur mit Haken.,(S (NP (ART Eine) (NN Rute)) (VAFIN ist) (NP (ART eine) (NN Angelschnur) (PP (APPR mit) (NN Haken)))) ($. .),1,1,0
Angeln bedeutet: Fische mit der Angelrute fangen.,(S (NN Angeln) (VVFIN bedeutet)) ($. :) (VP (NN Fische) (PP (APPR mit) (ART der) (NN Angelrute)) (VVINF fangen)) ($. .),1,0,0
Beispiel: \newline Der Preis der Schuhe ist ok.,(NN Beispiel) ($. :) (NE \newline),0,0,0
Oder: \newline Der Preis der Schuhe ist angemessen.,(DL (KON Oder)) ($. :) (NE \newline),0,0,0
"Wenn viel Anglizismus vorhanden ist, spricht man von Denglish.","(S (KOUS Wenn) (NP (PIAT viel) (NN Anglizismus)) (ADJD vorhanden) (VAFIN ist)) ($, ,) (S (VVFIN spricht) (PIS man) (PP (APPR von) (NE Denglish))) ($. .)",1,0,0
Der Angriff ereignete sich in der Stadt Las Vegas.,(S (NP (ART Der) (NN Angriff)) (VVFIN ereignete) (PRF sich) (PP (APPR in) (ART der) (NN Stadt) (PN (NE Las) (NE Vegas)))) ($. .),1,0,1
